fra;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel
FR;2021-12-31;12039;11357;131622;754;53176582;51833239;24300289;22071;79.2;77.2;36.2;0.0
FR;2022-01-01;1426;1772;9931;100;53178008;51835011;24310220;22171;79.2;77.2;36.2;0.0
FR;2022-01-02;6089;5092;66942;408;53184097;51840103;24377162;22579;79.2;77.2;36.3;0.0
FR;2022-01-03;33519;36745;551513;2644;53217616;51876848;24928675;25223;79.3;77.3;37.1;0.0
FR;2022-01-04;41193;40592;714251;3839;53258809;51917440;25642926;29062;79.4;77.4;38.2;0.0
FR;2022-01-05;60505;43515;634078;3437;53319314;51960955;26277004;32499;79.4;77.4;39.2;0.0
FR;2022-01-06;44099;40101;711350;4566;53363413;52001056;26988354;37065;79.5;77.5;40.2;0.1
FR;2022-01-07;50699;46676;790357;5003;53414112;52047732;27778711;42068;79.6;77.6;41.4;0.1
FR;2022-01-08;44971;35025;472855;2444;53459083;52082757;28251566;44512;79.7;77.6;42.1;0.1
FR;2022-01-09;15597;11493;145688;830;53474680;52094250;28397254;45342;79.7;77.6;42.3;0.1
FR;2022-01-10;35166;39770;522303;3720;53509846;52134020;28919557;49062;79.7;77.7;43.1;0.1
FR;2022-01-11;41692;42257;608408;5216;53551538;52176277;29527965;54278;79.8;77.7;44.0;0.1
FR;2022-01-12;60214;49328;504231;4491;53611752;52225605;30032196;58769;79.9;77.8;44.7;0.1
FR;2022-01-13;38020;40397;540957;5461;53649772;52266002;30573153;64230;79.9;77.9;45.6;0.1
FR;2022-01-14;42442;43399;628961;6459;53692214;52309401;31202114;70689;80.0;77.9;46.5;0.1
FR;2022-01-15;39325;31335;377554;3292;53731539;52340736;31579668;73981;80.1;78.0;47.1;0.1
FR;2022-01-16;11385;9014;99448;760;53742924;52349750;31679116;74741;80.1;78.0;47.2;0.1
FR;2022-01-17;24634;28061;354132;3966;53767558;52377811;32033248;78707;80.1;78.0;47.7;0.1
FR;2022-01-18;28121;31849;397512;5771;53795679;52409660;32430760;84478;80.2;78.1;48.3;0.1
FR;2022-01-19;43098;40342;311062;4385;53838777;52450002;32741822;88863;80.2;78.1;48.8;0.1
FR;2022-01-20;23471;29430;328436;5628;53862248;52479432;33070258;94491;80.3;78.2;49.3;0.1
FR;2022-01-21;28060;33017;401128;6580;53890308;52512449;33471386;101071;80.3;78.2;49.9;0.2
FR;2022-01-22;27606;27284;241744;2842;53917914;52539733;33713130;103913;80.3;78.3;50.2;0.2
FR;2022-01-23;6705;7525;55174;590;53924619;52547258;33768304;104503;80.3;78.3;50.3;0.2
FR;2022-01-24;16211;25255;239321;4095;53940830;52572513;34007625;108598;80.4;78.3;50.7;0.2
FR;2022-01-25;18918;28785;267040;6064;53959748;52601298;34274665;114662;80.4;78.4;51.1;0.2
FR;2022-01-26;28122;41159;229362;4474;53987870;52642457;34504027;119136;80.4;78.4;51.4;0.2
FR;2022-01-27;16285;25870;225830;5695;54004155;52668327;34729857;124831;80.5;78.5;51.7;0.2
FR;2022-01-28;21503;42258;321444;7414;54025658;52710585;35051301;132245;80.5;78.5;52.2;0.2
FR;2022-01-29;18406;32687;204575;3249;54044064;52743272;35255876;135494;80.5;78.6;52.5;0.2
FR;2022-01-30;4464;9145;45085;639;54048528;52752417;35300961;136133;80.5;78.6;52.6;0.2
FR;2022-01-31;11226;25978;164788;4240;54059754;52778395;35465749;140373;80.5;78.6;52.8;0.2
FR;2022-02-01;12934;27149;191366;7099;54072688;52805544;35657115;147472;80.6;78.7;53.1;0.2
FR;2022-02-02;20134;45716;190131;5993;54092822;52851260;35847246;153465;80.6;78.7;53.4;0.2
FR;2022-02-03;11008;24719;173299;6968;54103830;52875979;36020545;160433;80.6;78.8;53.7;0.2
FR;2022-02-04;14525;35994;264164;9207;54118355;52911973;36284709;169640;80.6;78.8;54.1;0.3
FR;2022-02-05;12820;31922;172344;3818;54131175;52943895;36457053;173458;80.7;78.9;54.3;0.3
FR;2022-02-06;2706;7315;33825;664;54133881;52951210;36490878;174122;80.7;78.9;54.4;0.3
FR;2022-02-07;9411;24504;176323;5289;54143292;52975714;36667201;179411;80.7;78.9;54.6;0.3
FR;2022-02-08;9617;20634;184336;7051;54152909;52996348;36851537;186462;80.7;79.0;54.9;0.3
FR;2022-02-09;14188;35097;192975;5779;54167097;53031445;37044512;192241;80.7;79.0;55.2;0.3
FR;2022-02-10;8278;17976;166610;6498;54175375;53049421;37211122;198739;80.7;79.0;55.4;0.3
FR;2022-02-11;10771;25668;243021;8324;54186146;53075089;37454143;207063;80.7;79.1;55.8;0.3
FR;2022-02-12;8355;22564;151710;3502;54194501;53097653;37605853;210565;80.7;79.1;56.0;0.3
FR;2022-02-13;1896;4394;30907;543;54196397;53102047;37636760;211108;80.8;79.1;56.1;0.3
FR;2022-02-14;6914;14524;166316;4776;54203311;53116571;37803076;215884;80.8;79.1;56.3;0.3
FR;2022-02-15;6864;15338;162463;6846;54210175;53131909;37965539;222730;80.8;79.2;56.6;0.3
FR;2022-02-16;9306;25729;146683;5721;54219481;53157638;38112222;228451;80.8;79.2;56.8;0.3
FR;2022-02-17;5383;12781;94809;5403;54224864;53170419;38207031;233854;80.8;79.2;56.9;0.3
FR;2022-02-18;6923;18528;129265;7399;54231787;53188947;38336296;241253;80.8;79.3;57.1;0.4
FR;2022-02-19;5355;15828;77312;3017;54237142;53204775;38413608;244270;80.8;79.3;57.2;0.4
FR;2022-02-20;1138;2885;13926;459;54238280;53207660;38427534;244729;80.8;79.3;57.3;0.4
FR;2022-02-21;4029;10059;67144;4057;54242309;53217719;38494678;248786;80.8;79.3;57.4;0.4
FR;2022-02-22;4376;11126;64417;5249;54246685;53228845;38559095;254035;80.8;79.3;57.5;0.4
FR;2022-02-23;6520;19458;71867;4592;54253205;53248303;38630962;258627;80.8;79.3;57.6;0.4
FR;2022-02-24;3752;9186;53196;4530;54256957;53257489;38684158;263157;80.8;79.4;57.6;0.4
FR;2022-02-25;5211;14686;80009;7327;54262168;53272175;38764167;270484;80.8;79.4;57.8;0.4
FR;2022-02-26;3971;12078;51460;3084;54266139;53284253;38815627;273568;80.9;79.4;57.8;0.4
FR;2022-02-27;870;1958;8933;529;54267009;53286211;38824560;274097;80.9;79.4;57.8;0.4
FR;2022-02-28;3072;7334;42884;3849;54270081;53293545;38867444;277946;80.9;79.4;57.9;0.4
FR;2022-03-01;3196;7312;44773;5511;54273277;53300857;38912217;283457;80.9;79.4;58.0;0.4
FR;2022-03-02;5099;12553;49000;4920;54278376;53313410;38961217;288377;80.9;79.4;58.1;0.4
FR;2022-03-03;2684;5882;29930;4046;54281060;53319292;38991147;292423;80.9;79.4;58.1;0.4
FR;2022-03-04;3188;8223;39392;6211;54284248;53327515;39030539;298634;80.9;79.5;58.2;0.4
FR;2022-03-05;3022;7069;25086;3131;54287270;53334584;39055625;301765;80.9;79.5;58.2;0.4
FR;2022-03-06;510;1012;3431;378;54287780;53335596;39059056;302143;80.9;79.5;58.2;0.5
FR;2022-03-07;2050;3715;17663;3299;54289830;53339311;39076719;305442;80.9;79.5;58.2;0.5
FR;2022-03-08;1981;4176;17872;4089;54291811;53343487;39094591;309531;80.9;79.5;58.3;0.5
FR;2022-03-09;3464;8549;21232;4031;54295275;53352036;39115823;313562;80.9;79.5;58.3;0.5
FR;2022-03-10;1719;3849;15712;3395;54296994;53355885;39131535;316957;80.9;79.5;58.3;0.5
FR;2022-03-11;2346;5195;22235;5472;54299340;53361080;39153770;322429;80.9;79.5;58.3;0.5
FR;2022-03-12;2655;5437;16501;3132;54301995;53366517;39170271;325561;80.9;79.5;58.4;0.5
FR;2022-03-13;386;589;2260;530;54302381;53367106;39172531;326091;80.9;79.5;58.4;0.5
FR;2022-03-14;1472;2696;13793;7280;54303853;53369802;39186324;333371;80.9;79.5;58.4;0.5
FR;2022-03-15;1601;3032;14350;11016;54305454;53372834;39200674;344387;80.9;79.5;58.4;0.5
FR;2022-03-16;2947;5896;18044;16286;54308401;53378730;39218718;360673;80.9;79.5;58.4;0.5
FR;2022-03-17;1376;2545;11937;13294;54309777;53381275;39230655;373967;80.9;79.5;58.5;0.6
FR;2022-03-18;2208;3887;18039;22016;54311985;53385162;39248694;395983;80.9;79.5;58.5;0.6
FR;2022-03-19;2278;4023;12404;11403;54314263;53389185;39261098;407386;80.9;79.5;58.5;0.6
FR;2022-03-20;293;505;1922;1333;54314556;53389690;39263020;408719;80.9;79.5;58.5;0.6
FR;2022-03-21;1344;2074;11915;16900;54315900;53391764;39274935;425619;80.9;79.6;58.5;0.6
FR;2022-03-22;1464;2444;12516;22811;54317364;53394208;39287451;448430;80.9;79.6;58.5;0.7
FR;2022-03-23;2643;5049;17175;25246;54320007;53399257;39304626;473676;80.9;79.6;58.6;0.7
FR;2022-03-24;1356;2027;10624;19353;54321363;53401284;39315250;493029;80.9;79.6;58.6;0.7
FR;2022-03-25;2048;3382;16837;30777;54323411;53404666;39332087;523806;80.9;79.6;58.6;0.8
FR;2022-03-26;2218;3786;11500;14378;54325629;53408452;39343587;538184;80.9;79.6;58.6;0.8
FR;2022-03-27;354;501;1925;1735;54325983;53408953;39345512;539919;80.9;79.6;58.6;0.8
FR;2022-03-28;1414;2032;10585;19026;54327397;53410985;39356097;558945;80.9;79.6;58.6;0.8
FR;2022-03-29;1422;2041;12022;29231;54328819;53413026;39368119;588176;80.9;79.6;58.7;0.9
FR;2022-03-30;2814;4556;15029;29252;54331633;53417582;39383148;617428;81.0;79.6;58.7;0.9
FR;2022-03-31;1595;2157;12245;26501;54333228;53419739;39395393;643929;81.0;79.6;58.7;1.0
FR;2022-04-01;2109;2695;18602;33420;54335337;53422434;39413995;677349;81.0;79.6;58.7;1.0
FR;2022-04-02;1497;1974;8694;11270;54336834;53424408;39422689;688619;81.0;79.6;58.7;1.0
FR;2022-04-03;275;341;1573;1378;54337109;53424749;39424262;689997;81.0;79.6;58.7;1.0
FR;2022-04-04;1378;1600;11479;20545;54338487;53426349;39435741;710542;81.0;79.6;58.8;1.1
FR;2022-04-05;1598;1819;13112;35599;54340085;53428168;39448853;746141;81.0;79.6;58.8;1.1
FR;2022-04-06;2042;2717;12693;27799;54342127;53430885;39461546;773940;81.0;79.6;58.8;1.2
FR;2022-04-07;1431;1730;12800;35028;54343558;53432615;39474346;808968;81.0;79.6;58.8;1.2
FR;2022-04-08;2019;2411;17754;46033;54345577;53435026;39492100;855001;81.0;79.6;58.8;1.3
FR;2022-04-09;1346;1874;8840;14777;54346923;53436900;39500940;869778;81.0;79.6;58.9;1.3
FR;2022-04-10;278;370;1978;2254;54347201;53437270;39502918;872032;81.0;79.6;58.9;1.3
FR;2022-04-11;1192;1478;11422;24917;54348393;53438748;39514340;896949;81.0;79.6;58.9;1.3
FR;2022-04-12;1572;1666;13305;41494;54349965;53440414;39527645;938443;81.0;79.6;58.9;1.4
FR;2022-04-13;1856;2430;12918;33794;54351821;53442844;39540563;972237;81.0;79.6;58.9;1.4
FR;2022-04-14;1438;1607;12931;36640;54353259;53444451;39553494;1008877;81.0;79.6;58.9;1.5
FR;2022-04-15;1789;2077;14765;36939;54355048;53446528;39568259;1045816;81.0;79.6;59.0;1.6
FR;2022-04-16;1032;1232;6220;9409;54356080;53447760;39574479;1055225;81.0;79.6;59.0;1.6
FR;2022-04-17;185;202;1030;1232;54356265;53447962;39575509;1056457;81.0;79.6;59.0;1.6
FR;2022-04-18;154;248;2760;1263;54356419;53448210;39578269;1057720;81.0;79.6;59.0;1.6
FR;2022-04-19;1468;1757;12359;30491;54357887;53449967;39590628;1088211;81.0;79.6;59.0;1.6
FR;2022-04-20;1908;2440;12861;29825;54359795;53452407;39603489;1118036;81.0;79.6;59.0;1.7
FR;2022-04-21;1475;1697;12458;35422;54361270;53454104;39615947;1153458;81.0;79.6;59.0;1.7
FR;2022-04-22;1823;2230;15775;38966;54363093;53456334;39631722;1192424;81.0;79.6;59.1;1.8
FR;2022-04-23;1126;1441;7214;11427;54364219;53457775;39638936;1203851;81.0;79.7;59.1;1.8
FR;2022-04-24;244;305;1404;1835;54364463;53458080;39640340;1205686;81.0;79.7;59.1;1.8
FR;2022-04-25;1256;1526;10437;21911;54365719;53459606;39650777;1227597;81.0;79.7;59.1;1.8
FR;2022-04-26;1567;1894;13049;39113;54367286;53461500;39663826;1266710;81.0;79.7;59.1;1.9
FR;2022-04-27;1909;2210;11501;31009;54369195;53463710;39675327;1297719;81.0;79.7;59.1;1.9
FR;2022-04-28;1521;1714;12163;36089;54370716;53465424;39687490;1333808;81.0;79.7;59.1;2.0
FR;2022-04-29;1954;2243;14793;38371;54372670;53467667;39702283;1372179;81.0;79.7;59.2;2.0
FR;2022-04-30;1184;1278;6679;10559;54373854;53468945;39708962;1382738;81.0;79.7;59.2;2.1
FR;2022-05-01;186;208;886;1095;54374040;53469153;39709848;1383833;81.0;79.7;59.2;2.1
FR;2022-05-02;1170;1305;10780;18737;54375210;53470458;39720628;1402570;81.0;79.7;59.2;2.1
FR;2022-05-03;1735;1754;13302;35160;54376945;53472212;39733930;1437730;81.0;79.7;59.2;2.1
FR;2022-05-04;1811;1957;11959;25883;54378756;53474169;39745889;1463613;81.0;79.7;59.2;2.2
FR;2022-05-05;1618;1650;12235;33723;54380374;53475819;39758124;1497336;81.0;79.7;59.2;2.2
FR;2022-05-06;2048;2178;14633;37921;54382422;53477997;39772757;1535257;81.0;79.7;59.3;2.3
FR;2022-05-07;1181;1238;6387;10306;54383603;53479235;39779144;1545563;81.0;79.7;59.3;2.3
FR;2022-05-08;255;276;1219;1636;54383858;53479511;39780363;1547199;81.0;79.7;59.3;2.3
FR;2022-05-09;1249;1235;9680;20884;54385107;53480746;39790043;1568083;81.0;79.7;59.3;2.3
FR;2022-05-10;1622;1725;12839;39581;54386729;53482471;39802882;1607664;81.0;79.7;59.3;2.4
FR;2022-05-11;1918;2008;10508;28180;54388647;53484479;39813390;1635844;81.0;79.7;59.3;2.4
FR;2022-05-12;1511;1559;10748;36010;54390158;53486038;39824138;1671854;81.0;79.7;59.3;2.5
FR;2022-05-13;1917;1936;13170;38771;54392075;53487974;39837308;1710625;81.0;79.7;59.4;2.5
FR;2022-05-14;1119;1142;5705;11285;54393194;53489116;39843013;1721910;81.0;79.7;59.4;2.6
FR;2022-05-15;265;245;1315;1572;54393459;53489361;39844328;1723482;81.0;79.7;59.4;2.6
FR;2022-05-16;1139;1125;8450;21286;54394598;53490486;39852778;1744768;81.0;79.7;59.4;2.6
FR;2022-05-17;1524;1532;11229;38177;54396122;53492018;39864007;1782945;81.0;79.7;59.4;2.7
FR;2022-05-18;1730;1805;9349;27422;54397852;53493823;39873356;1810367;81.1;79.7;59.4;2.7
FR;2022-05-19;1375;1484;10400;35287;54399227;53495307;39883756;1845654;81.1;79.7;59.4;2.7
FR;2022-05-20;1824;1939;12573;39937;54401051;53497246;39896329;1885591;81.1;79.7;59.4;2.8
FR;2022-05-21;1130;1263;5463;10391;54402181;53498509;39901792;1895982;81.1;79.7;59.5;2.8
FR;2022-05-22;227;244;984;1530;54402408;53498753;39902776;1897512;81.1;79.7;59.5;2.8
FR;2022-05-23;1100;1254;8607;20577;54403508;53500007;39911383;1918089;81.1;79.7;59.5;2.9
FR;2022-05-24;1478;1615;10655;38638;54404986;53501622;39922038;1956727;81.1;79.7;59.5;2.9
FR;2022-05-25;1752;1941;9195;24895;54406738;53503563;39931233;1981622;81.1;79.7;59.5;3.0
FR;2022-05-26;166;170;1215;1205;54406904;53503733;39932448;1982827;81.1;79.7;59.5;3.0
FR;2022-05-27;1311;1479;8098;22045;54408215;53505212;39940546;2004872;81.1;79.7;59.5;3.0
FR;2022-05-28;641;784;3725;7133;54408856;53505996;39944271;2012005;81.1;79.7;59.5;3.0
FR;2022-05-29;139;187;745;1010;54408995;53506183;39945016;2013015;81.1;79.7;59.5;3.0
FR;2022-05-30;969;1156;6507;19436;54409964;53507339;39951523;2032451;81.1;79.7;59.5;3.0
FR;2022-05-31;1438;1472;9420;35816;54411402;53508811;39960943;2068267;81.1;79.7;59.5;3.1
FR;2022-06-01;1502;1752;8029;24642;54412904;53510563;39968972;2092909;81.1;79.7;59.6;3.1
FR;2022-06-02;1336;1499;8685;35633;54414240;53512062;39977657;2128542;81.1;79.7;59.6;3.2
FR;2022-06-03;1576;1833;10193;39184;54415816;53513895;39987850;2167726;81.1;79.7;59.6;3.2
FR;2022-06-04;907;1021;4336;9439;54416723;53514916;39992186;2177165;81.1;79.7;59.6;3.2
FR;2022-06-05;148;180;801;1140;54416871;53515096;39992987;2178305;81.1;79.7;59.6;3.2
FR;2022-06-06;145;173;790;1215;54417016;53515269;39993777;2179520;81.1;79.7;59.6;3.2
FR;2022-06-07;1269;1541;8453;36039;54418285;53516810;40002230;2215559;81.1;79.7;59.6;3.3
FR;2022-06-08;1454;1752;7628;28967;54419739;53518562;40009858;2244526;81.1;79.7;59.6;3.3
FR;2022-06-09;1202;1336;8160;38950;54420941;53519898;40018018;2283476;81.1;79.7;59.6;3.4
FR;2022-06-10;1477;1605;9986;44559;54422418;53521503;40028004;2328035;81.1;79.7;59.6;3.5
FR;2022-06-11;865;988;4667;11793;54423283;53522491;40032671;2339828;81.1;79.7;59.6;3.5
FR;2022-06-12;136;169;936;1670;54423419;53522660;40033607;2341498;81.1;79.7;59.6;3.5
