fra;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel
FR;2020-12-27;602;55;0;0;602;55;0;0;0.0;0.0;0.0;0.0
FR;2020-12-28;669;42;0;0;1271;97;0;0;0.0;0.0;0.0;0.0
FR;2020-12-29;374;19;0;0;1645;116;0;0;0.0;0.0;0.0;0.0
FR;2020-12-30;440;18;0;0;2085;134;0;0;0.0;0.0;0.0;0.0
FR;2020-12-31;436;24;0;0;2521;158;0;0;0.0;0.0;0.0;0.0
FR;2021-01-01;1137;65;0;0;3658;223;0;0;0.0;0.0;0.0;0.0
FR;2021-01-02;359;30;0;0;4017;253;0;0;0.0;0.0;0.0;0.0
FR;2021-01-03;402;27;0;0;4419;280;0;0;0.0;0.0;0.0;0.0
FR;2021-01-04;2093;48;0;0;6512;328;0;0;0.0;0.0;0.0;0.0
FR;2021-01-05;7732;130;0;0;14244;458;0;0;0.0;0.0;0.0;0.0
FR;2021-01-06;12449;121;0;0;26693;579;0;0;0.0;0.0;0.0;0.0
FR;2021-01-07;29449;156;0;0;56142;735;0;0;0.1;0.0;0.0;0.0
FR;2021-01-08;37123;198;0;0;93265;933;0;0;0.1;0.0;0.0;0.0
FR;2021-01-09;11209;75;0;0;104474;1008;0;0;0.2;0.0;0.0;0.0
FR;2021-01-10;5997;24;0;0;110471;1032;0;0;0.2;0.0;0.0;0.0
FR;2021-01-11;39925;223;0;0;150396;1255;0;0;0.2;0.0;0.0;0.0
FR;2021-01-12;62127;311;0;0;212523;1566;0;0;0.3;0.0;0.0;0.0
FR;2021-01-13;65110;426;0;0;277633;1992;0;0;0.4;0.0;0.0;0.0
FR;2021-01-14;83118;1191;0;0;360751;3183;0;0;0.5;0.0;0.0;0.0
FR;2021-01-15;68994;560;0;0;429745;3743;0;0;0.6;0.0;0.0;0.0
FR;2021-01-16;20208;185;0;0;449953;3928;0;0;0.7;0.0;0.0;0.0
FR;2021-01-17;10977;132;0;0;460930;4060;0;0;0.7;0.0;0.0;0.0
FR;2021-01-18;85886;611;0;0;546816;4671;0;0;0.8;0.0;0.0;0.0
FR;2021-01-19;130576;865;0;0;677392;5536;0;0;1.0;0.0;0.0;0.0
FR;2021-01-20;137527;849;0;0;814919;6385;0;0;1.2;0.0;0.0;0.0
FR;2021-01-21;158379;968;0;0;973298;7353;0;0;1.5;0.0;0.0;0.0
FR;2021-01-22;121046;838;0;0;1094344;8191;0;0;1.6;0.0;0.0;0.0
FR;2021-01-23;38467;205;0;0;1132811;8396;0;0;1.7;0.0;0.0;0.0
FR;2021-01-24;9740;139;0;0;1142551;8535;0;0;1.7;0.0;0.0;0.0
FR;2021-01-25;78224;1638;0;0;1220775;10173;0;0;1.8;0.0;0.0;0.0
FR;2021-01-26;100365;3772;0;0;1321140;13945;0;0;2.0;0.0;0.0;0.0
FR;2021-01-27;107223;6674;0;0;1428363;20619;0;0;2.1;0.0;0.0;0.0
FR;2021-01-28;124331;15905;0;0;1552694;36524;0;0;2.3;0.1;0.0;0.0
FR;2021-01-29;92173;18337;0;0;1644867;54861;0;0;2.5;0.1;0.0;0.0
FR;2021-01-30;29114;4430;0;0;1673981;59291;0;0;2.5;0.1;0.0;0.0
FR;2021-01-31;5228;1779;0;0;1679209;61070;0;0;2.5;0.1;0.0;0.0
FR;2021-02-01;53108;21798;0;0;1732317;82868;0;0;2.6;0.1;0.0;0.0
FR;2021-02-02;72283;36305;0;0;1804600;119173;0;0;2.7;0.2;0.0;0.0
FR;2021-02-03;72291;38587;0;0;1876891;157760;0;0;2.8;0.2;0.0;0.0
FR;2021-02-04;82053;52205;0;0;1958944;209965;0;0;2.9;0.3;0.0;0.0
FR;2021-02-05;68217;46469;0;0;2027161;256434;0;0;3.0;0.4;0.0;0.0
FR;2021-02-06;23101;10993;0;0;2050262;267427;0;0;3.1;0.4;0.0;0.0
FR;2021-02-07;5183;5432;0;0;2055445;272859;0;0;3.1;0.4;0.0;0.0
FR;2021-02-08;46819;47308;0;0;2102264;320167;0;0;3.1;0.5;0.0;0.0
FR;2021-02-09;65993;75657;0;0;2168257;395824;0;0;3.2;0.6;0.0;0.0
FR;2021-02-10;70991;80693;0;0;2239248;476517;0;0;3.3;0.7;0.0;0.0
FR;2021-02-11;87243;103264;0;0;2326491;579781;0;0;3.5;0.9;0.0;0.0
FR;2021-02-12;79295;76674;0;0;2405786;656455;0;0;3.6;1.0;0.0;0.0
FR;2021-02-13;22355;19807;0;0;2428141;676262;0;0;3.6;1.0;0.0;0.0
FR;2021-02-14;5071;7391;0;0;2433212;683653;0;0;3.6;1.0;0.0;0.0
FR;2021-02-15;38072;77412;0;0;2471284;761065;0;0;3.7;1.1;0.0;0.0
FR;2021-02-16;50365;101642;0;0;2521649;862707;0;0;3.8;1.3;0.0;0.0
FR;2021-02-17;50503;105919;0;0;2572152;968626;0;0;3.8;1.4;0.0;0.0
FR;2021-02-18;69763;122566;0;0;2641915;1091192;0;0;3.9;1.6;0.0;0.0
FR;2021-02-19;65052;92793;0;0;2706967;1183985;0;0;4.0;1.8;0.0;0.0
FR;2021-02-20;18576;28865;0;0;2725543;1212850;0;0;4.1;1.8;0.0;0.0
FR;2021-02-21;3314;6368;0;0;2728857;1219218;0;0;4.1;1.8;0.0;0.0
FR;2021-02-22;37483;74021;0;0;2766340;1293239;0;0;4.1;1.9;0.0;0.0
FR;2021-02-23;53763;85812;0;0;2820103;1379051;0;0;4.2;2.1;0.0;0.0
FR;2021-02-24;59983;83217;0;0;2880086;1462268;0;0;4.3;2.2;0.0;0.0
FR;2021-02-25;100546;94294;0;0;2980632;1556562;0;0;4.4;2.3;0.0;0.0
FR;2021-02-26;113433;73765;0;0;3094065;1630327;0;0;4.6;2.4;0.0;0.0
FR;2021-02-27;52091;23358;0;0;3146156;1653685;0;0;4.7;2.5;0.0;0.0
FR;2021-02-28;6193;4450;0;0;3152349;1658135;0;0;4.7;2.5;0.0;0.0
FR;2021-03-01;65841;55064;0;0;3218190;1713199;0;0;4.8;2.6;0.0;0.0
FR;2021-03-02;101352;69594;0;0;3319542;1782793;0;0;4.9;2.7;0.0;0.0
FR;2021-03-03;116475;69136;0;0;3436017;1851929;0;0;5.1;2.8;0.0;0.0
FR;2021-03-04;163593;75864;0;0;3599610;1927793;0;0;5.4;2.9;0.0;0.0
FR;2021-03-05;200888;69695;0;0;3800498;1997488;0;0;5.7;3.0;0.0;0.0
FR;2021-03-06;207930;23011;0;0;4008428;2020499;0;0;6.0;3.0;0.0;0.0
FR;2021-03-07;121252;8248;0;0;4129680;2028747;0;0;6.2;3.0;0.0;0.0
FR;2021-03-08;107119;53701;0;0;4236799;2082448;0;0;6.3;3.1;0.0;0.0
FR;2021-03-09;172423;61868;0;0;4409222;2144316;0;0;6.6;3.2;0.0;0.0
FR;2021-03-10;178945;62705;0;0;4588167;2207021;0;0;6.8;3.3;0.0;0.0
FR;2021-03-11;242835;71578;0;0;4831002;2278599;0;0;7.2;3.4;0.0;0.0
FR;2021-03-12;294783;62770;0;0;5125785;2341369;0;0;7.6;3.5;0.0;0.0
FR;2021-03-13;231375;21307;0;0;5357160;2362676;0;0;8.0;3.5;0.0;0.0
FR;2021-03-14;63340;5300;0;0;5420500;2367976;0;0;8.1;3.5;0.0;0.0
FR;2021-03-15;158609;36762;0;0;5579109;2404738;0;0;8.3;3.6;0.0;0.0
FR;2021-03-16;141542;43184;0;0;5720651;2447922;0;0;8.5;3.6;0.0;0.0
FR;2021-03-17;150450;42931;0;0;5871101;2490853;0;0;8.7;3.7;0.0;0.0
FR;2021-03-18;167791;50041;0;0;6038892;2540894;0;0;9.0;3.8;0.0;0.0
FR;2021-03-19;229970;44484;0;0;6268862;2585378;0;0;9.3;3.9;0.0;0.0
FR;2021-03-20;166647;16183;0;0;6435509;2601561;0;0;9.6;3.9;0.0;0.0
FR;2021-03-21;49921;4251;0;0;6485430;2605812;0;0;9.7;3.9;0.0;0.0
FR;2021-03-22;169999;39426;0;0;6655429;2645238;0;0;9.9;3.9;0.0;0.0
FR;2021-03-23;250332;50168;0;0;6905761;2695406;0;0;10.3;4.0;0.0;0.0
FR;2021-03-24;256864;51684;0;0;7162625;2747090;0;0;10.7;4.1;0.0;0.0
FR;2021-03-25;341761;55805;0;0;7504386;2802895;0;0;11.2;4.2;0.0;0.0
