fra;clage_vacsi;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel
FR;04;2020-12-27;2;0;0;0;2;0;0;0;0.0;0.0;0.0;0.0
FR;04;2020-12-28;2;1;0;0;4;1;0;0;0.0;0.0;0.0;0.0
FR;04;2020-12-29;1;0;0;0;5;1;0;0;0.0;0.0;0.0;0.0
FR;04;2020-12-30;1;1;0;0;6;2;0;0;0.0;0.0;0.0;0.0
FR;04;2020-12-31;1;0;0;0;7;2;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-01;1;0;0;0;8;2;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-02;0;0;0;0;8;2;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-03;0;0;0;0;8;2;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-04;3;1;0;0;11;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-05;4;0;0;0;15;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-06;0;0;0;0;15;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-07;2;0;0;0;17;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-08;0;0;0;0;17;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-09;0;0;0;0;17;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-10;0;0;0;0;17;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-11;3;0;0;0;20;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-12;2;0;0;0;22;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-13;1;0;0;0;23;3;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-14;11;3;0;0;34;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-15;5;0;0;0;39;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-16;7;0;0;0;46;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-17;1;0;0;0;47;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-18;4;0;0;0;51;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-19;4;0;0;0;55;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-20;6;0;0;0;61;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-21;3;0;0;0;64;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-22;6;0;0;0;70;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-23;4;0;0;0;74;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-24;0;0;0;0;74;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-25;4;0;0;0;78;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-26;8;0;0;0;86;6;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-27;9;1;0;0;95;7;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-28;2;0;0;0;97;7;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-29;7;0;0;0;104;7;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-30;2;2;0;0;106;9;0;0;0.0;0.0;0.0;0.0
FR;04;2021-01-31;1;0;0;0;107;9;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-01;1;0;0;0;108;9;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-02;7;0;0;0;115;9;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-03;2;0;0;0;117;9;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-04;4;1;0;0;121;10;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-05;5;0;0;0;126;10;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-06;8;0;0;0;134;10;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-07;0;0;0;0;134;10;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-08;2;1;0;0;136;11;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-09;3;0;0;0;139;11;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-10;3;0;0;0;142;11;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-11;6;0;0;0;148;11;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-12;1;1;0;0;149;12;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-13;1;0;0;0;150;12;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-14;0;0;0;0;150;12;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-15;4;1;0;0;154;13;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-16;6;0;0;0;160;13;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-17;2;0;0;0;162;13;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-18;13;1;0;0;175;14;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-19;2;1;0;0;177;15;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-20;3;0;0;0;180;15;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-21;2;0;0;0;182;15;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-22;3;0;0;0;185;15;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-23;9;0;0;0;194;15;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-24;7;0;0;0;201;15;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-25;9;2;0;0;210;17;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-26;10;0;0;0;220;17;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-27;5;0;0;0;225;17;0;0;0.0;0.0;0.0;0.0
FR;04;2021-02-28;3;1;0;0;228;18;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-01;10;1;0;0;238;19;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-02;6;1;0;0;244;20;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-03;8;1;0;0;252;21;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-04;5;0;0;0;257;21;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-05;12;3;0;0;269;24;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-06;20;4;0;0;289;28;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-07;10;0;0;0;299;28;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-08;7;3;0;0;306;31;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-09;12;1;0;0;318;32;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-10;12;1;0;0;330;33;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-11;12;1;0;0;342;34;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-12;15;1;0;0;357;35;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-13;9;0;0;0;366;35;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-14;5;0;0;0;371;35;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-15;12;1;0;0;383;36;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-16;7;0;0;0;390;36;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-17;5;0;0;0;395;36;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-18;18;5;0;0;413;41;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-19;9;1;0;0;422;42;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-20;12;0;0;0;434;42;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-21;8;0;0;0;442;42;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-22;13;1;0;0;455;43;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-23;11;0;0;0;466;43;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-24;10;3;0;0;476;46;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-25;24;1;0;0;500;47;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-26;7;2;0;0;507;49;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-27;9;0;0;0;516;49;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-28;6;2;0;0;522;51;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-29;13;1;0;0;535;52;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-30;20;1;0;0;555;53;0;0;0.0;0.0;0.0;0.0
FR;04;2021-03-31;11;2;0;0;566;55;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-01;24;0;0;0;590;55;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-02;14;3;0;0;604;58;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-03;12;2;0;0;616;60;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-04;7;1;0;0;623;61;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-05;6;0;0;0;629;61;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-06;15;2;0;0;644;63;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-07;18;4;0;0;662;67;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-08;21;1;0;0;683;68;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-09;23;2;0;0;706;70;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-10;8;1;0;0;714;71;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-11;10;0;0;0;724;71;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-12;17;0;0;0;741;71;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-13;22;2;0;0;763;73;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-14;16;5;0;0;779;78;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-15;21;0;0;0;800;78;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-16;15;3;0;0;815;81;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-17;15;3;0;0;830;84;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-18;4;0;0;0;834;84;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-19;18;2;0;0;852;86;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-20;21;4;0;0;873;90;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-21;18;2;0;0;891;92;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-22;25;4;0;0;916;96;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-23;46;20;0;0;962;116;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-24;14;0;0;0;976;116;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-25;4;0;0;0;980;116;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-26;19;5;0;0;999;121;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-27;21;3;0;0;1020;124;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-28;20;5;0;0;1040;129;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-29;23;2;0;0;1063;131;0;0;0.0;0.0;0.0;0.0
FR;04;2021-04-30;16;2;0;0;1079;133;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-01;26;1;0;0;1105;134;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-02;5;0;0;0;1110;134;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-03;19;1;0;0;1129;135;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-04;29;12;0;0;1158;147;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-05;36;7;0;0;1194;154;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-06;30;12;0;0;1224;166;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-07;26;5;0;0;1250;171;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-08;44;1;0;0;1294;172;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-09;6;1;0;0;1300;173;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-10;32;3;0;0;1332;176;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-11;31;6;0;0;1363;182;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-12;43;6;0;0;1406;188;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-13;46;2;0;0;1452;190;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-14;58;10;0;0;1510;200;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-15;39;0;0;0;1549;200;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-16;20;1;0;0;1569;201;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-17;28;4;0;0;1597;205;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-18;62;11;0;0;1659;216;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-19;47;4;0;0;1706;220;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-20;57;6;0;0;1763;226;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-21;56;11;0;0;1819;237;0;0;0.0;0.0;0.0;0.0
FR;04;2021-05-22;28;2;0;0;1847;239;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-23;20;3;0;0;1867;242;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-24;36;5;0;0;1903;247;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-25;49;7;0;0;1952;254;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-26;38;4;0;0;1990;258;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-27;52;10;0;0;2042;268;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-28;49;10;0;0;2091;278;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-29;28;5;0;0;2119;283;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-30;12;3;0;0;2131;286;0;0;0.1;0.0;0.0;0.0
FR;04;2021-05-31;50;11;1;0;2181;297;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-01;47;8;0;0;2228;305;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-02;32;5;0;0;2260;310;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-03;46;11;0;0;2306;321;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-04;42;7;0;0;2348;328;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-05;35;7;0;0;2383;335;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-06;17;4;0;0;2400;339;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-07;54;8;0;0;2454;347;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-08;49;8;0;0;2503;355;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-09;36;11;0;0;2539;366;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-10;55;9;0;0;2594;375;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-11;28;12;0;0;2622;387;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-12;17;8;0;0;2639;395;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-13;16;1;0;0;2655;396;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-14;34;9;0;0;2689;405;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-15;31;16;0;0;2720;421;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-16;37;14;0;0;2757;435;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-17;40;15;0;0;2797;450;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-18;30;20;0;0;2827;470;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-19;19;7;0;0;2846;477;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-20;13;1;0;0;2859;478;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-21;33;12;0;0;2892;490;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-22;41;16;0;0;2933;506;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-23;36;26;0;0;2969;532;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-24;33;18;0;0;3002;550;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-25;36;27;0;0;3038;577;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-26;28;11;0;0;3066;588;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-27;12;9;0;0;3078;597;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-28;25;26;0;0;3103;623;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-29;36;27;0;0;3139;650;1;0;0.1;0.0;0.0;0.0
FR;04;2021-06-30;34;13;0;0;3173;663;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-01;44;32;0;0;3217;695;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-02;31;20;0;0;3248;715;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-03;17;13;0;0;3265;728;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-04;6;5;0;0;3271;733;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-05;21;19;0;0;3292;752;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-06;23;21;0;0;3315;773;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-07;33;21;0;0;3348;794;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-08;37;29;0;0;3385;823;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-09;29;15;0;0;3414;838;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-10;13;10;0;0;3427;848;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-11;10;7;0;0;3437;855;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-12;26;18;0;0;3463;873;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-13;38;21;0;0;3501;894;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-14;19;11;0;0;3520;905;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-15;34;21;0;0;3554;926;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-16;45;27;0;0;3599;953;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-17;39;26;0;0;3638;979;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-18;10;11;0;0;3648;990;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-19;38;21;0;0;3686;1011;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-20;44;43;0;0;3730;1054;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-21;23;30;0;0;3753;1084;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-22;44;37;0;0;3797;1121;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-23;41;22;0;0;3838;1143;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-24;25;27;0;0;3863;1170;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-25;7;8;0;0;3870;1178;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-26;30;29;0;0;3900;1207;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-27;30;35;0;0;3930;1242;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-28;28;36;0;0;3958;1278;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-29;41;23;0;0;3999;1301;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-30;26;21;0;0;4025;1322;1;0;0.1;0.0;0.0;0.0
FR;04;2021-07-31;26;16;0;0;4051;1338;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-01;9;1;0;0;4060;1339;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-02;30;27;0;0;4090;1366;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-03;36;23;0;0;4126;1389;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-04;35;23;0;0;4161;1412;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-05;29;23;0;0;4190;1435;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-06;29;17;0;0;4219;1452;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-07;10;11;0;0;4229;1463;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-08;12;10;0;0;4241;1473;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-09;19;29;0;0;4260;1502;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-10;37;22;0;0;4297;1524;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-11;31;21;0;0;4328;1545;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-12;28;32;0;0;4356;1577;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-13;32;12;0;0;4388;1589;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-14;23;17;0;0;4411;1606;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-15;3;5;0;0;4414;1611;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-16;23;29;0;0;4437;1640;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-17;22;24;0;0;4459;1664;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-18;35;17;0;0;4494;1681;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-19;19;16;0;0;4513;1697;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-20;26;25;0;0;4539;1722;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-21;14;11;0;0;4553;1733;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-22;1;5;0;0;4554;1738;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-23;14;17;0;0;4568;1755;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-24;17;20;0;0;4585;1775;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-25;14;15;0;0;4599;1790;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-26;19;22;0;0;4618;1812;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-27;15;23;0;0;4633;1835;1;0;0.1;0.0;0.0;0.0
FR;04;2021-08-28;5;12;0;0;4638;1847;1;0;0.1;0.1;0.0;0.0
FR;04;2021-08-29;5;1;0;0;4643;1848;1;0;0.1;0.1;0.0;0.0
FR;04;2021-08-30;6;10;1;0;4649;1858;2;0;0.1;0.1;0.0;0.0
FR;04;2021-08-31;16;17;2;0;4665;1875;4;0;0.1;0.1;0.0;0.0
FR;04;2021-09-01;35;16;2;0;4700;1891;6;0;0.1;0.1;0.0;0.0
FR;04;2021-09-02;15;9;1;0;4715;1900;7;0;0.1;0.1;0.0;0.0
FR;04;2021-09-03;23;20;1;0;4738;1920;8;0;0.1;0.1;0.0;0.0
FR;04;2021-09-04;14;12;4;0;4752;1932;12;0;0.1;0.1;0.0;0.0
FR;04;2021-09-05;10;2;0;0;4762;1934;12;0;0.1;0.1;0.0;0.0
FR;04;2021-09-06;9;15;7;0;4771;1949;19;0;0.1;0.1;0.0;0.0
FR;04;2021-09-07;6;11;1;0;4777;1960;20;0;0.1;0.1;0.0;0.0
FR;04;2021-09-08;28;16;3;0;4805;1976;23;0;0.1;0.1;0.0;0.0
FR;04;2021-09-09;12;15;4;0;4817;1991;27;0;0.1;0.1;0.0;0.0
FR;04;2021-09-10;20;19;1;0;4837;2010;28;0;0.1;0.1;0.0;0.0
FR;04;2021-09-11;11;9;2;0;4848;2019;30;0;0.1;0.1;0.0;0.0
FR;04;2021-09-12;1;2;0;0;4849;2021;30;0;0.1;0.1;0.0;0.0
FR;04;2021-09-13;10;10;1;0;4859;2031;31;0;0.1;0.1;0.0;0.0
FR;04;2021-09-14;10;12;0;0;4869;2043;31;0;0.1;0.1;0.0;0.0
FR;04;2021-09-15;14;13;0;0;4883;2056;31;0;0.1;0.1;0.0;0.0
FR;04;2021-09-16;9;16;1;0;4892;2072;32;0;0.1;0.1;0.0;0.0
FR;04;2021-09-17;16;14;1;0;4908;2086;33;0;0.1;0.1;0.0;0.0
FR;04;2021-09-18;6;11;0;0;4914;2097;33;0;0.1;0.1;0.0;0.0
FR;04;2021-09-19;0;1;0;0;4914;2098;33;0;0.1;0.1;0.0;0.0
FR;04;2021-09-20;11;11;0;0;4925;2109;33;0;0.1;0.1;0.0;0.0
FR;04;2021-09-21;4;14;3;0;4929;2123;36;0;0.1;0.1;0.0;0.0
FR;04;2021-09-22;7;9;0;0;4936;2132;36;0;0.1;0.1;0.0;0.0
FR;04;2021-09-23;14;8;1;0;4950;2140;37;0;0.1;0.1;0.0;0.0
FR;04;2021-09-24;14;15;0;0;4964;2155;37;0;0.1;0.1;0.0;0.0
FR;04;2021-09-25;5;8;0;0;4969;2163;37;0;0.1;0.1;0.0;0.0
FR;04;2021-09-26;3;5;0;0;4972;2168;37;0;0.1;0.1;0.0;0.0
FR;04;2021-09-27;9;5;0;0;4981;2173;37;0;0.1;0.1;0.0;0.0
FR;04;2021-09-28;8;10;1;0;4989;2183;38;0;0.1;0.1;0.0;0.0
FR;04;2021-09-29;7;7;0;0;4996;2190;38;0;0.1;0.1;0.0;0.0
FR;04;2021-09-30;7;4;0;0;5003;2194;38;0;0.1;0.1;0.0;0.0
FR;04;2021-10-01;14;11;0;0;5017;2205;38;0;0.1;0.1;0.0;0.0
FR;04;2021-10-02;4;10;0;0;5021;2215;38;0;0.1;0.1;0.0;0.0
FR;04;2021-10-03;2;1;0;0;5023;2216;38;0;0.1;0.1;0.0;0.0
FR;04;2021-10-04;9;7;1;0;5032;2223;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-05;7;5;0;0;5039;2228;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-06;5;11;0;0;5044;2239;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-07;8;7;0;0;5052;2246;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-08;9;7;0;0;5061;2253;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-09;4;2;0;0;5065;2255;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-10;2;1;0;0;5067;2256;39;0;0.1;0.1;0.0;0.0
FR;04;2021-10-11;13;10;1;0;5080;2266;40;0;0.1;0.1;0.0;0.0
FR;04;2021-10-12;3;12;1;0;5083;2278;41;0;0.1;0.1;0.0;0.0
FR;04;2021-10-13;6;4;0;0;5089;2282;41;0;0.1;0.1;0.0;0.0
FR;04;2021-10-14;10;9;1;0;5099;2291;42;0;0.1;0.1;0.0;0.0
FR;04;2021-10-15;11;20;2;0;5110;2311;44;0;0.1;0.1;0.0;0.0
FR;04;2021-10-16;4;6;1;0;5114;2317;45;0;0.1;0.1;0.0;0.0
FR;04;2021-10-17;2;1;0;0;5116;2318;45;0;0.1;0.1;0.0;0.0
FR;04;2021-10-18;9;14;0;0;5125;2332;45;0;0.1;0.1;0.0;0.0
FR;04;2021-10-19;5;6;4;0;5130;2338;49;0;0.1;0.1;0.0;0.0
FR;04;2021-10-20;6;7;1;0;5136;2345;50;0;0.1;0.1;0.0;0.0
FR;04;2021-10-21;4;9;1;0;5140;2354;51;0;0.1;0.1;0.0;0.0
FR;04;2021-10-22;7;11;1;0;5147;2365;52;0;0.1;0.1;0.0;0.0
FR;04;2021-10-23;2;2;0;0;5149;2367;52;0;0.1;0.1;0.0;0.0
FR;04;2021-10-24;1;0;0;0;5150;2367;52;0;0.1;0.1;0.0;0.0
FR;04;2021-10-25;6;6;3;0;5156;2373;55;0;0.1;0.1;0.0;0.0
FR;04;2021-10-26;7;5;2;0;5163;2378;57;0;0.1;0.1;0.0;0.0
FR;04;2021-10-27;9;9;0;0;5172;2387;57;0;0.1;0.1;0.0;0.0
FR;04;2021-10-28;4;7;0;0;5176;2394;57;0;0.1;0.1;0.0;0.0
FR;04;2021-10-29;6;7;1;0;5182;2401;58;0;0.1;0.1;0.0;0.0
FR;04;2021-10-30;9;7;0;0;5191;2408;58;0;0.1;0.1;0.0;0.0
FR;04;2021-10-31;0;0;0;0;5191;2408;58;0;0.1;0.1;0.0;0.0
