fra;sg;cage_scol;cl_age18;pop;P;T;Ti;Tp;Td
FR;2020-09-09-2020-09-15;[06-11);10;4129583,00;2269,00;95061,00;54,95;2,39;2301,95
FR;2020-09-10-2020-09-16;[06-11);10;4129583,00;2329,00;96628,00;56,40;2,41;2339,90
FR;2020-09-11-2020-09-17;[06-11);10;4129583,00;2339,00;93724,00;56,64;2,50;2269,58
FR;2020-09-12-2020-09-18;[06-11);10;4129583,00;2342,00;87327,00;56,71;2,68;2114,67
FR;2020-09-13-2020-09-19;[06-11);10;4129583,00;2329,00;84122,00;56,40;2,77;2037,06
FR;2020-09-14-2020-09-20;[06-11);10;4129583,00;2317,00;83518,00;56,11;2,77;2022,43
FR;2020-09-15-2020-09-21;[06-11);10;4129583,00;2267,00;73832,00;54,90;3,07;1787,88
FR;2020-09-16-2020-09-22;[06-11);10;4129583,00;2103,00;62006,00;50,93;3,39;1501,51
FR;2020-09-17-2020-09-23;[06-11);10;4129583,00;1911,00;52076,00;46,28;3,67;1261,05
FR;2020-09-18-2020-09-24;[06-11);10;4129583,00;1754,00;43379,00;42,47;4,04;1050,45
FR;2020-09-19-2020-09-25;[06-11);10;4129583,00;1560,00;34905,00;37,78;4,47;845,24
FR;2020-09-20-2020-09-26;[06-11);10;4129583,00;1543,00;32995,00;37,36;4,68;798,99
FR;2020-09-21-2020-09-27;[06-11);10;4129583,00;1538,00;32583,00;37,24;4,72;789,01
FR;2020-09-22-2020-09-28;[06-11);10;4129583,00;1409,00;28343,00;34,12;4,97;686,34
FR;2020-09-23-2020-09-29;[06-11);10;4129583,00;1345,00;25312,00;32,57;5,31;612,94
FR;2020-09-24-2020-09-30;[06-11);10;4129583,00;1347,00;23147,00;32,62;5,82;560,52
FR;2020-09-25-2020-10-01;[06-11);10;4129583,00;1376,00;21841,00;33,32;6,30;528,89
FR;2020-09-26-2020-10-02;[06-11);10;4129583,00;1484,00;21286,00;35,94;6,97;515,45
FR;2020-09-27-2020-10-03;[06-11);10;4129583,00;1521,00;21200,00;36,83;7,17;513,37
FR;2020-09-28-2020-10-04;[06-11);10;4129583,00;1538,00;21300,00;37,24;7,22;515,79
FR;2020-09-29-2020-10-05;[06-11);10;4129583,00;1750,00;21554,00;42,38;8,12;521,94
FR;2020-09-30-2020-10-06;[06-11);10;4129583,00;1848,00;21944,00;44,75;8,42;531,39
FR;2020-10-01-2020-10-07;[06-11);10;4129583,00;2041,00;22946,00;49,42;8,89;555,65
FR;2020-10-02-2020-10-08;[06-11);10;4129583,00;2227,00;23962,00;53,93;9,29;580,25
FR;2020-10-03-2020-10-09;[06-11);10;4129583,00;2445,00;25387,00;59,21;9,63;614,76
FR;2020-10-04-2020-10-10;[06-11);10;4129583,00;2563,00;26396,00;62,06;9,71;639,19
FR;2020-10-05-2020-10-11;[06-11);10;4129583,00;2593,00;26612,00;62,79;9,74;644,42
FR;2020-10-06-2020-10-12;[06-11);10;4129583,00;2864,00;28173,00;69,35;10,17;682,22
FR;2020-10-07-2020-10-13;[06-11);10;4129583,00;3104,00;29650,00;75,16;10,47;717,99
FR;2020-10-08-2020-10-14;[06-11);10;4129583,00;3329,00;32312,00;80,61;10,30;782,45
FR;2020-10-09-2020-10-15;[06-11);10;4129583,00;3502,00;34521,00;84,80;10,14;835,94
FR;2020-10-10-2020-10-16;[06-11);10;4129583,00;3637,00;36679,00;88,07;9,92;888,20
FR;2020-10-11-2020-10-17;[06-11);10;4129583,00;3711,00;37933,00;89,86;9,78;918,57
FR;2020-10-12-2020-10-18;[06-11);10;4129583,00;3744,00;38249,00;90,66;9,79;926,22
FR;2020-10-13-2020-10-19;[06-11);10;4129583,00;3936,00;40317,00;95,31;9,76;976,30
FR;2020-10-14-2020-10-20;[06-11);10;4129583,00;4133,00;41249,00;100,08;10,02;998,87
FR;2020-10-15-2020-10-21;[06-11);10;4129583,00;4249,00;40824,00;102,89;10,41;988,57
FR;2020-10-16-2020-10-22;[06-11);10;4129583,00;4536,00;41492,00;109,84;10,93;1004,75
FR;2020-10-17-2020-10-23;[06-11);10;4129583,00;4942,00;42226,00;119,67;11,70;1022,52
FR;2020-10-18-2020-10-24;[06-11);10;4129583,00;5118,00;41931,00;123,94;12,21;1015,38
FR;2020-10-19-2020-10-25;[06-11);10;4129583,00;5143,00;41886,00;124,54;12,28;1014,29
FR;2020-10-20-2020-10-26;[06-11);10;4129583,00;5510,00;42264,00;133,43;13,04;1023,44
FR;2020-10-21-2020-10-27;[06-11);10;4129583,00;5782,00;42603,00;140,01;13,57;1031,65
FR;2020-10-22-2020-10-28;[06-11);10;4129583,00;6079,00;42807,00;147,21;14,20;1036,59
FR;2020-10-23-2020-10-29;[06-11);10;4129583,00;6468,00;43544,00;156,63;14,85;1054,44
FR;2020-10-24-2020-10-30;[06-11);10;4129583,00;7095,00;45350,00;171,81;15,64;1098,17
FR;2020-10-25-2020-10-31;[06-11);10;4129583,00;7263,00;46515,00;175,88;15,61;1126,38
FR;2020-10-26-2020-11-01;[06-11);10;4129583,00;7304,00;46817,00;176,87;15,60;1133,70
FR;2020-10-27-2020-11-02;[06-11);10;4129583,00;7817,00;49270,00;189,29;15,87;1193,10
FR;2020-10-28-2020-11-03;[06-11);10;4129583,00;8328,00;51506,00;201,67;16,17;1247,24
FR;2020-10-29-2020-11-04;[06-11);10;4129583,00;8803,00;54198,00;213,17;16,24;1312,43
FR;2020-10-30-2020-11-05;[06-11);10;4129583,00;8881,00;55856,00;215,06;15,90;1352,58
FR;2020-10-31-2020-11-06;[06-11);10;4129583,00;8776,00;56255,00;212,52;15,60;1362,24
FR;2020-11-01-2020-11-07;[06-11);10;4129583,00;8762,00;56263,00;212,18;15,57;1362,44
FR;2020-11-02-2020-11-08;[06-11);10;4129583,00;8707,00;56019,00;210,84;15,54;1356,53
FR;2020-11-03-2020-11-09;[06-11);10;4129583,00;8424,00;55226,00;203,99;15,25;1337,33
FR;2020-11-04-2020-11-10;[06-11);10;4129583,00;8010,00;54720,00;193,97;14,64;1325,07
FR;2020-11-05-2020-11-11;[06-11);10;4129583,00;6617,00;46677,00;160,23;14,18;1130,31
FR;2020-11-06-2020-11-12;[06-11);10;4129583,00;6470,00;46540,00;156,67;13,90;1126,99
FR;2020-11-07-2020-11-13;[06-11);10;4129583,00;5864,00;44668,00;142,00;13,13;1081,66
FR;2020-11-08-2020-11-14;[06-11);10;4129583,00;5619,00;43804,00;136,07;12,83;1060,74
FR;2020-11-09-2020-11-15;[06-11);10;4129583,00;5600,00;43564,00;135,61;12,85;1054,92
FR;2020-11-10-2020-11-16;[06-11);10;4129583,00;5089,00;41054,00;123,23;12,40;994,14
FR;2020-11-11-2020-11-17;[06-11);10;4129583,00;4646,00;38586,00;112,51;12,04;934,38
FR;2020-11-12-2020-11-18;[06-11);10;4129583,00;5171,00;43013,00;125,22;12,02;1041,58
FR;2020-11-13-2020-11-19;[06-11);10;4129583,00;4539,00;39541,00;109,91;11,48;957,51
FR;2020-11-14-2020-11-20;[06-11);10;4129583,00;4151,00;37261,00;100,52;11,14;902,29
FR;2020-11-15-2020-11-21;[06-11);10;4129583,00;4004,00;36582,00;96,96;10,95;885,85
FR;2020-11-16-2020-11-22;[06-11);10;4129583,00;3970,00;36477,00;96,14;10,88;883,31
FR;2020-11-17-2020-11-23;[06-11);10;4129583,00;3576,00;34316,00;86,59;10,42;830,98
FR;2020-11-18-2020-11-24;[06-11);10;4129583,00;3273,00;32779,00;79,26;9,99;793,76
FR;2020-11-19-2020-11-25;[06-11);10;4129583,00;3021,00;31539,00;73,16;9,58;763,73
FR;2020-11-20-2020-11-26;[06-11);10;4129583,00;2813,00;29961,00;68,12;9,39;725,52
FR;2020-11-21-2020-11-27;[06-11);10;4129583,00;2640,00;28774,00;63,93;9,17;696,78
FR;2020-11-22-2020-11-28;[06-11);10;4129583,00;2585,00;28366,00;62,60;9,11;686,90
FR;2020-11-23-2020-11-29;[06-11);10;4129583,00;2555,00;28296,00;61,87;9,03;685,20
FR;2020-11-24-2020-11-30;[06-11);10;4129583,00;2443,00;27118,00;59,16;9,01;656,68
FR;2020-11-25-2020-12-01;[06-11);10;4129583,00;2440,00;25925,00;59,09;9,41;627,79
FR;2020-11-26-2020-12-02;[06-11);10;4129583,00;2382,00;25140,00;57,68;9,47;608,78
FR;2020-11-27-2020-12-03;[06-11);10;4129583,00;2331,00;24392,00;56,45;9,56;590,66
FR;2020-11-28-2020-12-04;[06-11);10;4129583,00;2294,00;23757,00;55,55;9,66;575,29
FR;2020-11-29-2020-12-05;[06-11);10;4129583,00;2282,00;23663,00;55,26;9,64;573,01
FR;2020-11-30-2020-12-06;[06-11);10;4129583,00;2278,00;23696,00;55,16;9,61;573,81
FR;2020-12-01-2020-12-07;[06-11);10;4129583,00;2250,00;23507,00;54,48;9,57;569,23
FR;2020-12-02-2020-12-08;[06-11);10;4129583,00;2249,00;24006,00;54,46;9,37;581,32
FR;2020-12-03-2020-12-09;[06-11);10;4129583,00;2283,00;24785,00;55,28;9,21;600,18
FR;2020-12-04-2020-12-10;[06-11);10;4129583,00;2338,00;25657,00;56,62;9,11;621,30
FR;2020-12-05-2020-12-11;[06-11);10;4129583,00;2408,00;26385,00;58,31;9,13;638,93
FR;2020-12-06-2020-12-12;[06-11);10;4129583,00;2442,00;27170,00;59,13;8,99;657,94
FR;2020-12-07-2020-12-13;[06-11);10;4129583,00;2451,00;27339,00;59,35;8,97;662,03
FR;2020-12-08-2020-12-14;[06-11);10;4129583,00;2484,00;28811,00;60,15;8,62;697,67
FR;2020-12-09-2020-12-15;[06-11);10;4129583,00;2552,00;30221,00;61,80;8,44;731,82
FR;2020-12-10-2020-12-16;[06-11);10;4129583,00;2628,00;34660,00;63,64;7,58;839,31
FR;2020-12-11-2020-12-17;[06-11);10;4129583,00;2627,00;38002,00;63,61;6,91;920,24
FR;2020-12-12-2020-12-18;[06-11);10;4129583,00;2621,00;44495,00;63,47;5,89;1077,47
FR;2020-12-13-2020-12-19;[06-11);10;4129583,00;2720,00;53046,00;65,87;5,13;1284,54
FR;2020-12-14-2020-12-20;[06-11);10;4129583,00;2789,00;55941,00;67,54;4,99;1354,64
FR;2020-12-15-2020-12-21;[06-11);10;4129583,00;2809,00;68202,00;68,02;4,12;1651,55
FR;2020-12-16-2020-12-22;[06-11);10;4129583,00;2818,00;81457,00;68,24;3,46;1972,52
FR;2020-12-17-2020-12-23;[06-11);10;4129583,00;2790,00;90820,00;67,56;3,07;2199,25
FR;2020-12-18-2020-12-24;[06-11);10;4129583,00;2736,00;94466,00;66,25;2,90;2287,54
FR;2020-12-19-2020-12-25;[06-11);10;4129583,00;2279,00;83708,00;55,19;2,72;2027,03
FR;2020-12-20-2020-12-26;[06-11);10;4129583,00;2214,00;77112,00;53,61;2,87;1867,31
FR;2020-12-21-2020-12-27;[06-11);10;4129583,00;2149,00;74387,00;52,04;2,89;1801,32
FR;2020-12-22-2020-12-28;[06-11);10;4129583,00;2099,00;62520,00;50,83;3,36;1513,95
FR;2020-12-23-2020-12-29;[06-11);10;4129583,00;2140,00;48636,00;51,82;4,40;1177,75
FR;2020-12-24-2020-12-30;[06-11);10;4129583,00;2244,00;36337,00;54,34;6,18;879,92
FR;2020-12-25-2020-12-31;[06-11);10;4129583,00;2340,00;30372,00;56,66;7,70;735,47
FR;2020-12-26-2021-01-01;[06-11);10;4129583,00;2346,00;30156,00;56,81;7,78;730,24
FR;2020-12-27-2021-01-02;[06-11);10;4129583,00;2527,00;29238,00;61,19;8,64;708,01
FR;2020-12-28-2021-01-03;[06-11);10;4129583,00;2550,00;29201,00;61,75;8,73;707,12
FR;2020-12-29-2021-01-04;[06-11);10;4129583,00;2887,00;28633,00;69,91;10,08;693,36
FR;2020-12-30-2021-01-05;[06-11);10;4129583,00;3048,00;28168,00;73,81;10,82;682,10
FR;2020-12-31-2021-01-06;[06-11);10;4129583,00;3139,00;27656,00;76,01;11,35;669,70
FR;2021-01-01-2021-01-07;[06-11);10;4129583,00;3283,00;27427,00;79,50;11,97;664,16
FR;2021-01-02-2021-01-08;[06-11);10;4129583,00;3915,00;32633,00;94,80;12,00;790,23
FR;2021-01-03-2021-01-09;[06-11);10;4129583,00;3837,00;32672,00;92,91;11,74;791,17
FR;2021-01-04-2021-01-10;[06-11);10;4129583,00;3821,00;32608,00;92,53;11,72;789,62
FR;2021-01-05-2021-01-11;[06-11);10;4129583,00;3754,00;33003,00;90,91;11,37;799,18
FR;2021-01-06-2021-01-12;[06-11);10;4129583,00;3714,00;34443,00;89,94;10,78;834,06
FR;2021-01-07-2021-01-13;[06-11);10;4129583,00;3717,00;36289,00;90,01;10,24;878,76
FR;2021-01-08-2021-01-14;[06-11);10;4129583,00;3701,00;37927,00;89,62;9,76;918,42
FR;2021-01-09-2021-01-15;[06-11);10;4129583,00;3880,00;40404,00;93,96;9,60;978,40
FR;2021-01-10-2021-01-16;[06-11);10;4129583,00;3986,00;41865,00;96,52;9,52;1013,78
FR;2021-01-11-2021-01-17;[06-11);10;4129583,00;4012,00;42191,00;97,15;9,51;1021,68
FR;2021-01-12-2021-01-18;[06-11);10;4129583,00;4324,00;44343,00;104,71;9,75;1073,79
FR;2021-01-13-2021-01-19;[06-11);10;4129583,00;4473,00;46757,00;108,32;9,57;1132,25
FR;2021-01-14-2021-01-20;[06-11);10;4129583,00;4744,00;49330,00;114,88;9,62;1194,55
FR;2021-01-15-2021-01-21;[06-11);10;4129583,00;5009,00;51819,00;121,30;9,67;1254,82
FR;2021-01-16-2021-01-22;[06-11);10;4129583,00;5171,00;54949,00;125,22;9,41;1330,62
FR;2021-01-17-2021-01-23;[06-11);10;4129583,00;5243,00;56409,00;126,96;9,29;1365,97
FR;2021-01-18-2021-01-24;[06-11);10;4129583,00;5262,00;56601,00;127,42;9,30;1370,62
FR;2021-01-19-2021-01-25;[06-11);10;4129583,00;5355,00;59167,00;129,67;9,05;1432,76
FR;2021-01-20-2021-01-26;[06-11);10;4129583,00;5491,00;61199,00;132,97;8,97;1481,97
FR;2021-01-21-2021-01-27;[06-11);10;4129583,00;5526,00;62566,00;133,81;8,83;1515,07
FR;2021-01-22-2021-01-28;[06-11);10;4129583,00;5524,00;63995,00;133,77;8,63;1549,67
FR;2021-01-23-2021-01-29;[06-11);10;4129583,00;5599,00;64405,00;135,58;8,69;1559,60
FR;2021-01-24-2021-01-30;[06-11);10;4129583,00;5623,00;64706,00;136,16;8,69;1566,89
FR;2021-01-25-2021-01-31;[06-11);10;4129583,00;5641,00;64786,00;136,60;8,71;1568,83
FR;2021-01-26-2021-02-01;[06-11);10;4129583,00;5636,00;64707,00;136,48;8,71;1566,91
FR;2021-01-27-2021-02-02;[06-11);10;4129583,00;5645,00;65211,00;136,70;8,66;1579,12
FR;2021-01-28-2021-02-03;[06-11);10;4129583,00;5545,00;66444,00;134,28;8,35;1608,98
FR;2021-01-29-2021-02-04;[06-11);10;4129583,00;5528,00;67807,00;133,86;8,15;1641,98
FR;2021-01-30-2021-02-05;[06-11);10;4129583,00;5440,00;69893,00;131,73;7,78;1692,50
FR;2021-01-31-2021-02-06;[06-11);10;4129583,00;5453,00;71845,00;132,05;7,59;1739,76
FR;2021-02-01-2021-02-07;[06-11);10;4129583,00;5446,00;72030,00;131,88;7,56;1744,24
FR;2021-02-02-2021-02-08;[06-11);10;4129583,00;5349,00;73317,00;129,53;7,30;1775,41
FR;2021-02-03-2021-02-09;[06-11);10;4129583,00;5340,00;75066,00;129,31;7,11;1817,76
FR;2021-02-04-2021-02-10;[06-11);10;4129583,00;5335,00;76710,00;129,19;6,95;1857,57
FR;2021-02-05-2021-02-11;[06-11);10;4129583,00;5302,00;78869,00;128,39;6,72;1909,85
FR;2021-02-06-2021-02-12;[06-11);10;4129583,00;5245,00;81605,00;127,01;6,43;1976,11
FR;2021-02-07-2021-02-13;[06-11);10;4129583,00;5187,00;83492,00;125,61;6,21;2021,80
FR;2021-02-08-2021-02-14;[06-11);10;4129583,00;5171,00;83787,00;125,22;6,17;2028,95
FR;2021-02-09-2021-02-15;[06-11);10;4129583,00;5185,00;84754,00;125,56;6,12;2052,36
FR;2021-02-10-2021-02-16;[06-11);10;4129583,00;5105,00;83910,00;123,62;6,08;2031,92
FR;2021-02-11-2021-02-17;[06-11);10;4129583,00;5074,00;82941,00;122,87;6,12;2008,46
FR;2021-02-12-2021-02-18;[06-11);10;4129583,00;5078,00;82183,00;122,97;6,18;1990,10
FR;2021-02-13-2021-02-19;[06-11);10;4129583,00;5117,00;81060,00;123,91;6,31;1962,91
FR;2021-02-14-2021-02-20;[06-11);10;4129583,00;5187,00;79659,00;125,61;6,51;1928,98
FR;2021-02-15-2021-02-21;[06-11);10;4129583,00;5213,00;79525,00;126,24;6,56;1925,74
FR;2021-02-16-2021-02-22;[06-11);10;4129583,00;5278,00;75816,00;127,81;6,96;1835,92
FR;2021-02-17-2021-02-23;[06-11);10;4129583,00;5262,00;72310,00;127,42;7,28;1751,02
FR;2021-02-18-2021-02-24;[06-11);10;4129583,00;5297,00;68945,00;128,27;7,68;1669,54
FR;2021-02-19-2021-02-25;[06-11);10;4129583,00;5382,00;66413,00;130,33;8,10;1608,23
FR;2021-02-20-2021-02-26;[06-11);10;4129583,00;5473,00;62665,00;132,53;8,73;1517,47
FR;2021-02-21-2021-02-27;[06-11);10;4129583,00;5461,00;60074,00;132,24;9,09;1454,72
FR;2021-02-22-2021-02-28;[06-11);10;4129583,00;5449,00;59942,00;131,95;9,09;1451,53
FR;2021-02-23-2021-03-01;[06-11);10;4129583,00;5431,00;59356,00;131,51;9,15;1437,34
FR;2021-02-24-2021-03-02;[06-11);10;4129583,00;5549,00;59609,00;134,37;9,31;1443,46
FR;2021-02-25-2021-03-03;[06-11);10;4129583,00;5660,00;59097,00;137,06;9,58;1431,06
FR;2021-02-26-2021-03-04;[06-11);10;4129583,00;5726,00;63229,00;138,66;9,06;1531,12
FR;2021-02-27-2021-03-05;[06-11);10;4129583,00;5883,00;70130,00;142,46;8,39;1698,23
FR;2021-02-28-2021-03-06;[06-11);10;4129583,00;5970,00;71096,00;144,57;8,40;1721,63
FR;2021-03-01-2021-03-07;[06-11);10;4129583,00;6003,00;71164,00;145,37;8,44;1723,27
FR;2021-03-02-2021-03-08;[06-11);10;4129583,00;6172,00;77673,00;149,46;7,95;1880,89
FR;2021-03-03-2021-03-09;[06-11);10;4129583,00;6405,00;89509,00;155,10;7,16;2167,51
FR;2021-03-04-2021-03-10;[06-11);10;4129583,00;6650,00;94023,00;161,03;7,07;2276,82
FR;2021-03-05-2021-03-11;[06-11);10;4129583,00;6982,00;113178,00;169,07;6,17;2740,66
FR;2021-03-06-2021-03-12;[06-11);10;4129583,00;7368,00;132215,00;178,42;5,57;3201,66
FR;2021-03-07-2021-03-13;[06-11);10;4129583,00;7550,00;135389,00;182,83;5,58;3278,52
FR;2021-03-08-2021-03-14;[06-11);10;4129583,00;7587,00;135993,00;183,72;5,58;3293,14
FR;2021-03-09-2021-03-15;[06-11);10;4129583,00;8244,00;150734,00;199,63;5,47;3650,10
FR;2021-03-10-2021-03-16;[06-11);10;4129583,00;8825,00;167798,00;213,70;5,26;4063,32
FR;2021-03-11-2021-03-17;[06-11);10;4129583,00;9329,00;174298,00;225,91;5,35;4220,72
FR;2021-03-12-2021-03-18;[06-11);10;4129583,00;10018,00;187061,00;242,59;5,36;4529,78
FR;2021-03-13-2021-03-19;[06-11);10;4129583,00;10669,00;198185,00;258,36;5,38;4799,15
FR;2021-03-14-2021-03-20;[06-11);10;4129583,00;11037,00;203004,00;267,27;5,44;4915,85
FR;2021-03-15-2021-03-21;[06-11);10;4129583,00;11109,00;203913,00;269,01;5,45;4937,86
FR;2021-03-16-2021-03-22;[06-11);10;4129583,00;11892,00;215181,00;287,97;5,53;5210,72
FR;2021-03-17-2021-03-23;[06-11);10;4129583,00;12424,00;225560,00;300,85;5,51;5462,05
FR;2021-03-18-2021-03-24;[06-11);10;4129583,00;12849,00;234571,00;311,15;5,48;5680,26
FR;2021-03-19-2021-03-25;[06-11);10;4129583,00;13235,00;244147,00;320,49;5,42;5912,15
FR;2021-03-20-2021-03-26;[06-11);10;4129583,00;13696,00;251881,00;331,66;5,44;6099,43
FR;2021-03-21-2021-03-27;[06-11);10;4129583,00;13979,00;257877,00;338,51;5,42;6244,63
FR;2021-03-22-2021-03-28;[06-11);10;4129583,00;14001,00;258407,00;339,04;5,42;6257,46
FR;2021-03-23-2021-03-29;[06-11);10;4129583,00;14439,00;273478,00;349,65;5,28;6622,41
FR;2021-03-24-2021-03-30;[06-11);10;4129583,00;14953,00;289440,00;362,09;5,17;7008,94
FR;2021-03-25-2021-03-31;[06-11);10;4129583,00;15060,00;296929,00;364,69;5,07;7190,29
FR;2021-03-26-2021-04-01;[06-11);10;4129583,00;15007,00;307014,00;363,40;4,89;7434,50
FR;2021-03-27-2021-04-02;[06-11);10;4129583,00;14445,00;310403,00;349,79;4,65;7516,57
FR;2021-03-28-2021-04-03;[06-11);10;4129583,00;14143,00;314460,00;342,48;4,50;7614,81
FR;2021-03-29-2021-04-04;[06-11);10;4129583,00;14045,00;314188,00;340,11;4,47;7608,23
FR;2021-03-30-2021-04-05;[06-11);10;4129583,00;11137,00;258916,00;269,69;4,30;6269,79
FR;2021-03-31-2021-04-06;[06-11);10;4129583,00;10569,00;218077,00;255,93;4,85;5280,85
FR;2021-04-01-2021-04-07;[06-11);10;4129583,00;9968,00;201839,00;241,38;4,94;4887,64
FR;2021-04-02-2021-04-08;[06-11);10;4129583,00;9338,00;160124,00;226,12;5,83;3877,49
FR;2021-04-03-2021-04-09;[06-11);10;4129583,00;9043,00;125288,00;218,98;7,22;3033,91
FR;2021-04-04-2021-04-10;[06-11);10;4129583,00;8849,00;113984,00;214,28;7,76;2760,18
FR;2021-04-05-2021-04-11;[06-11);10;4129583,00;8865,00;113106,00;214,67;7,84;2738,92
FR;2021-04-06-2021-04-12;[06-11);10;4129583,00;10442,00;122621,00;252,86;8,52;2969,33
FR;2021-04-07-2021-04-13;[06-11);10;4129583,00;9620,00;106436,00;232,95;9,04;2577,40
FR;2021-04-08-2021-04-14;[06-11);10;4129583,00;9344,00;97123,00;226,27;9,62;2351,88
FR;2021-04-09-2021-04-15;[06-11);10;4129583,00;9074,00;87668,00;219,73;10,35;2122,93
FR;2021-04-10-2021-04-16;[06-11);10;4129583,00;8709,00;75036,00;210,89;11,61;1817,04
FR;2021-04-11-2021-04-17;[06-11);10;4129583,00;8570,00;71062,00;207,53;12,06;1720,80
FR;2021-04-12-2021-04-18;[06-11);10;4129583,00;8536,00;70491,00;206,70;12,11;1706,98
FR;2021-04-13-2021-04-19;[06-11);10;4129583,00;8372,00;66473,00;202,73;12,59;1609,68
FR;2021-04-14-2021-04-20;[06-11);10;4129583,00;8240,00;64220,00;199,54;12,83;1555,12
FR;2021-04-15-2021-04-21;[06-11);10;4129583,00;8202,00;62237,00;198,62;13,18;1507,10
FR;2021-04-16-2021-04-22;[06-11);10;4129583,00;8047,00;60467,00;194,86;13,31;1464,24
FR;2021-04-17-2021-04-23;[06-11);10;4129583,00;8100,00;60449,00;196,15;13,40;1463,80
FR;2021-04-18-2021-04-24;[06-11);10;4129583,00;8194,00;60664,00;198,42;13,51;1469,01
FR;2021-04-19-2021-04-25;[06-11);10;4129583,00;8206,00;61462,00;198,71;13,35;1488,33
FR;2021-04-20-2021-04-26;[06-11);10;4129583,00;8207,00;72195,00;198,74;11,37;1748,24
FR;2021-04-21-2021-04-27;[06-11);10;4129583,00;8293,00;100008,00;200,82;8,29;2421,75
FR;2021-04-22-2021-04-28;[06-11);10;4129583,00;8177,00;107571,00;198,01;7,60;2604,89
FR;2021-04-23-2021-04-29;[06-11);10;4129583,00;8264,00;155116,00;200,12;5,33;3756,21
FR;2021-04-24-2021-04-30;[06-11);10;4129583,00;8258,00;199483,00;199,97;4,14;4830,58
FR;2021-04-25-2021-05-01;[06-11);10;4129583,00;7472,00;195123,00;180,94;3,83;4725,00
FR;2021-04-26-2021-05-02;[06-11);10;4129583,00;7493,00;195328,00;181,45;3,84;4729,97
FR;2021-04-27-2021-05-03;[06-11);10;4129583,00;7571,00;225146,00;183,34;3,36;5452,03
FR;2021-04-28-2021-05-04;[06-11);10;4129583,00;7615,00;248613,00;184,40;3,06;6020,29
FR;2021-04-29-2021-05-05;[06-11);10;4129583,00;7550,00;261081,00;182,83;2,89;6322,21
FR;2021-04-30-2021-05-06;[06-11);10;4129583,00;7430,00;273977,00;179,92;2,71;6634,50
FR;2021-05-01-2021-05-07;[06-11);10;4129583,00;7429,00;286787,00;179,90;2,59;6944,70
FR;2021-05-02-2021-05-08;[06-11);10;4129583,00;7490,00;288943,00;181,37;2,59;6996,91
FR;2021-05-03-2021-05-09;[06-11);10;4129583,00;7474,00;289722,00;180,99;2,58;7015,77
FR;2021-05-04-2021-05-10;[06-11);10;4129583,00;7433,00;299958,00;179,99;2,48;7263,64
FR;2021-05-05-2021-05-11;[06-11);10;4129583,00;7319,00;303447,00;177,23;2,41;7348,13
FR;2021-05-06-2021-05-12;[06-11);10;4129583,00;7349,00;306050,00;177,96;2,40;7411,16
FR;2021-05-07-2021-05-13;[06-11);10;4129583,00;6293,00;244623,00;152,39;2,57;5923,67
FR;2021-05-08-2021-05-14;[06-11);10;4129583,00;6025,00;206915,00;145,90;2,91;5010,55
FR;2021-05-09-2021-05-15;[06-11);10;4129583,00;6471,00;216539,00;156,70;2,99;5243,60
FR;2021-05-10-2021-05-16;[06-11);10;4129583,00;6457,00;216697,00;156,36;2,98;5247,43
FR;2021-05-11-2021-05-17;[06-11);10;4129583,00;6180,00;209090,00;149,65;2,96;5063,22
FR;2021-05-12-2021-05-18;[06-11);10;4129583,00;6264,00;213543,00;151,69;2,93;5171,05
FR;2021-05-13-2021-05-19;[06-11);10;4129583,00;6099,00;215029,00;147,69;2,84;5207,04
FR;2021-05-14-2021-05-20;[06-11);10;4129583,00;6938,00;264978,00;168,01;2,62;6416,58
FR;2021-05-15-2021-05-21;[06-11);10;4129583,00;6637,00;284385,00;160,72;2,33;6886,53
FR;2021-05-16-2021-05-22;[06-11);10;4129583,00;6545,00;281404,00;158,49;2,33;6814,34
FR;2021-05-17-2021-05-23;[06-11);10;4129583,00;6486,00;280459,00;157,06;2,31;6791,46
FR;2021-05-18-2021-05-24;[06-11);10;4129583,00;5252,00;230207,00;127,18;2,28;5574,58
FR;2021-05-19-2021-05-25;[06-11);10;4129583,00;5027,00;218201,00;121,73;2,30;5283,85
FR;2021-05-20-2021-05-26;[06-11);10;4129583,00;4864,00;213120,00;117,78;2,28;5160,81
FR;2021-05-21-2021-05-27;[06-11);10;4129583,00;4726,00;216053,00;114,44;2,19;5231,84
FR;2021-05-22-2021-05-28;[06-11);10;4129583,00;4614,00;224312,00;111,73;2,06;5431,83
FR;2021-05-23-2021-05-29;[06-11);10;4129583,00;4492,00;224718,00;108,78;2,00;5441,66
FR;2021-05-24-2021-05-30;[06-11);10;4129583,00;4478,00;224839,00;108,44;1,99;5444,59
FR;2021-05-25-2021-05-31;[06-11);10;4129583,00;5094,00;266328,00;123,35;1,91;6449,27
FR;2021-05-26-2021-06-01;[06-11);10;4129583,00;4519,00;257388,00;109,43;1,76;6232,78
FR;2021-05-27-2021-06-02;[06-11);10;4129583,00;4184,00;250248,00;101,32;1,67;6059,89
FR;2021-05-28-2021-06-03;[06-11);10;4129583,00;3796,00;241408,00;91,92;1,57;5845,82
FR;2021-05-29-2021-06-04;[06-11);10;4129583,00;3486,00;237154,00;84,42;1,47;5742,81
FR;2021-05-30-2021-06-05;[06-11);10;4129583,00;3258,00;234464,00;78,89;1,39;5677,67
