epci;sg;cage65;cl_age65;pop;P;T;Ti;Tp;Td
243500139;2020-11-27-2020-12-03;[65-Inf);65;72225,08;26,74;855,58;37,02;3,12;1184,60
243500139;2020-11-28-2020-12-04;[65-Inf);65;72225,08;25,74;906,60;35,64;2,84;1255,24
243500139;2020-11-29-2020-12-05;[65-Inf);65;72225,08;27,39;901,15;37,93;3,04;1247,70
243500139;2020-11-30-2020-12-06;[65-Inf);65;72225,08;26,39;897,41;36,54;2,94;1242,51
243500139;2020-12-01-2020-12-07;[65-Inf);65;72225,08;19,39;938,94;26,85;2,07;1300,02
243500139;2020-12-02-2020-12-08;[65-Inf);65;72225,08;19,04;859,41;26,37;2,22;1189,91
243500139;2020-12-03-2020-12-09;[65-Inf);65;72225,08;42,72;949,12;59,14;4,50;1314,11
243500139;2020-12-04-2020-12-10;[65-Inf);65;72225,08;40,72;955,61;56,38;4,26;1323,09
243500139;2020-12-05-2020-12-11;[65-Inf);65;72225,08;46,37;946,71;64,20;4,90;1310,78
243500139;2020-12-06-2020-12-12;[65-Inf);65;72225,08;57,37;952,32;79,43;6,02;1318,54
243500139;2020-12-07-2020-12-13;[65-Inf);65;72225,08;58,72;967,13;81,30;6,07;1339,05
243500139;2020-12-08-2020-12-14;[65-Inf);65;72225,08;87,66;1017,87;121,36;8,61;1409,30
243500139;2020-12-09-2020-12-15;[65-Inf);65;72225,08;94,58;1161,68;130,95;8,14;1608,41
243500139;2020-12-10-2020-12-16;[65-Inf);65;72225,08;110,27;1307,16;152,68;8,44;1809,85
243500139;2020-12-11-2020-12-17;[65-Inf);65;72225,08;115,55;1411,68;159,99;8,19;1954,55
243500139;2020-12-12-2020-12-18;[65-Inf);65;72225,08;112,10;1582,59;155,20;7,08;2191,20
243500139;2020-12-13-2020-12-19;[65-Inf);65;72225,08;99,73;1604,91;138,08;6,21;2222,10
243500139;2020-12-14-2020-12-20;[65-Inf);65;72225,08;100,38;1613,31;138,98;6,22;2233,72
243500139;2020-12-15-2020-12-21;[65-Inf);65;72225,08;76,71;1719,48;106,21;4,46;2380,72
243500139;2020-12-16-2020-12-22;[65-Inf);65;72225,08;68,94;1794,17;95,45;3,84;2484,14
243500139;2020-12-17-2020-12-23;[65-Inf);65;72225,08;32,04;1931,90;44,36;1,66;2674,83
243500139;2020-12-18-2020-12-24;[65-Inf);65;72225,08;27,75;1959,16;38,43;1,42;2712,58
243500139;2020-12-19-2020-12-25;[65-Inf);65;72225,08;23,21;1654,67;32,14;1,40;2290,99
243500139;2020-12-20-2020-12-26;[65-Inf);65;72225,08;21,58;1670,61;29,87;1,29;2313,06
243500139;2020-12-21-2020-12-27;[65-Inf);65;72225,08;20,58;1657,90;28,49;1,24;2295,47
243500139;2020-12-22-2020-12-28;[65-Inf);65;72225,08;18,35;1527,93;25,41;1,20;2115,51
243500139;2020-12-23-2020-12-29;[65-Inf);65;72225,08;19,20;1387,16;26,59;1,38;1920,60
243500139;2020-12-24-2020-12-30;[65-Inf);65;72225,08;20,50;1271,03;28,39;1,61;1759,82
243500139;2020-12-25-2020-12-31;[65-Inf);65;72225,08;18,50;1281,71;25,62;1,44;1774,61
243500139;2020-12-26-2021-01-01;[65-Inf);65;72225,08;19,15;1273,98;26,52;1,50;1763,91
243500139;2020-12-27-2021-01-02;[65-Inf);65;72225,08;24,15;1294,82;33,44;1,87;1792,76
243500139;2020-12-28-2021-01-03;[65-Inf);65;72225,08;23,15;1293,59;32,06;1,79;1791,06
243500139;2020-12-29-2021-01-04;[65-Inf);65;72225,08;27,46;1372,12;38,02;2,00;1899,78
243500139;2020-12-30-2021-01-05;[65-Inf);65;72225,08;45,46;1431,36;62,94;3,18;1981,80
243500139;2020-12-31-2021-01-06;[65-Inf);65;72225,08;47,19;1450,48;65,33;3,25;2008,28
243500139;2021-01-01-2021-01-07;[65-Inf);65;72225,08;54,19;1379,64;75,02;3,93;1910,20
243500139;2021-01-02-2021-01-08;[65-Inf);65;72225,08;63,19;1611,74;87,48;3,92;2231,55
243500139;2021-01-03-2021-01-09;[65-Inf);65;72225,08;89,19;1657,76;123,48;5,38;2295,26
243500139;2021-01-04-2021-01-10;[65-Inf);65;72225,08;99,19;1676,91;137,33;5,91;2321,79
243500139;2021-01-05-2021-01-11;[65-Inf);65;72225,08;120,49;1718,73;166,82;7,01;2379,69
243500139;2021-01-06-2021-01-12;[65-Inf);65;72225,08;122,49;1856,42;169,59;6,60;2570,33
243500139;2021-01-07-2021-01-13;[65-Inf);65;72225,08;148,53;1916,94;205,64;7,75;2654,12
243500139;2021-01-08-2021-01-14;[65-Inf);65;72225,08;154,53;2022,22;213,95;7,64;2799,89
243500139;2021-01-09-2021-01-15;[65-Inf);65;72225,08;163,53;2047,19;226,41;7,99;2834,46
243500139;2021-01-10-2021-01-16;[65-Inf);65;72225,08;147,53;2088,48;204,26;7,06;2891,63
243500139;2021-01-11-2021-01-17;[65-Inf);65;72225,08;142,53;2077,48;197,34;6,86;2876,40
243500139;2021-01-12-2021-01-18;[65-Inf);65;72225,08;135,23;1958,33;187,23;6,91;2711,43
243500139;2021-01-13-2021-01-19;[65-Inf);65;72225,08;151,38;1916,82;209,59;7,90;2653,95
243500139;2021-01-14-2021-01-20;[65-Inf);65;72225,08;139,23;1921,14;192,77;7,25;2659,93
243500139;2021-01-15-2021-01-21;[65-Inf);65;72225,08;147,23;1910,36;203,84;7,71;2645,01
243500139;2021-01-16-2021-01-22;[65-Inf);65;72225,08;149,39;1934,14;206,83;7,72;2677,93
243500139;2021-01-17-2021-01-23;[65-Inf);65;72225,08;138,39;1894,70;191,60;7,30;2623,32
243500139;2021-01-18-2021-01-24;[65-Inf);65;72225,08;136,39;1889,70;188,84;7,22;2616,40
243500139;2021-01-19-2021-01-25;[65-Inf);65;72225,08;147,14;1874,23;203,73;7,85;2594,99
243500139;2021-01-20-2021-01-26;[65-Inf);65;72225,08;130,08;1910,78;180,10;6,81;2645,58
243500139;2021-01-21-2021-01-27;[65-Inf);65;72225,08;131,00;2029,96;181,38;6,45;2810,60
243500139;2021-01-22-2021-01-28;[65-Inf);65;72225,08;163,00;2035,05;225,69;8,01;2817,65
243500139;2021-01-23-2021-01-29;[65-Inf);65;72225,08;164,00;2079,80;227,07;7,89;2879,61
243500139;2021-01-24-2021-01-30;[65-Inf);65;72225,08;177,00;2113,49;245,07;8,37;2926,25
243500139;2021-01-25-2021-01-31;[65-Inf);65;72225,08;181,00;2105,49;250,61;8,60;2915,17
243500139;2021-01-26-2021-02-01;[65-Inf);65;72225,08;181,47;2098,63;251,26;8,65;2905,68
243500139;2021-01-27-2021-02-02;[65-Inf);65;72225,08;196,39;2129,52;271,91;9,22;2948,45
243500139;2021-01-28-2021-02-03;[65-Inf);65;72225,08;197,39;2091,70;273,29;9,44;2896,09
243500139;2021-01-29-2021-02-04;[65-Inf);65;72225,08;180,95;2154,01;250,54;8,40;2982,36
243500139;2021-01-30-2021-02-05;[65-Inf);65;72225,08;172,58;2112,68;238,95;8,17;2925,14
243500139;2021-01-31-2021-02-06;[65-Inf);65;72225,08;162,44;2107,85;224,90;7,71;2918,44
243500139;2021-02-01-2021-02-07;[65-Inf);65;72225,08;156,44;2108,00;216,60;7,42;2918,66
243500139;2021-02-02-2021-02-08;[65-Inf);65;72225,08;152,49;2229,92;211,13;6,84;3087,46
243500139;2021-02-03-2021-02-09;[65-Inf);65;72225,08;124,49;2039,33;172,36;6,10;2823,57
243500139;2021-02-04-2021-02-10;[65-Inf);65;72225,08;109,49;1998,63;151,59;5,48;2767,22
243500139;2021-02-05-2021-02-11;[65-Inf);65;72225,08;87,08;1941,95;120,56;4,48;2688,75
243500139;2021-02-06-2021-02-12;[65-Inf);65;72225,08;83,77;1890,99;115,98;4,43;2618,19
243500139;2021-02-07-2021-02-13;[65-Inf);65;72225,08;83,18;1855,98;115,16;4,48;2569,72
243500139;2021-02-08-2021-02-14;[65-Inf);65;72225,08;84,18;1848,05;116,55;4,55;2558,74
243500139;2021-02-09-2021-02-15;[65-Inf);65;72225,08;68,90;1659,95;95,40;4,15;2298,30
243500139;2021-02-10-2021-02-16;[65-Inf);65;72225,08;76,21;1626,04;105,51;4,69;2251,35
243500139;2021-02-11-2021-02-17;[65-Inf);65;72225,08;83,21;1655,91;115,20;5,02;2292,71
243500139;2021-02-12-2021-02-18;[65-Inf);65;72225,08;80,51;1739,93;111,47;4,63;2409,04
243500139;2021-02-13-2021-02-19;[65-Inf);65;72225,08;84,44;1772,68;116,91;4,76;2454,38
243500139;2021-02-14-2021-02-20;[65-Inf);65;72225,08;82,18;1749,83;113,78;4,70;2422,75
243500139;2021-02-15-2021-02-21;[65-Inf);65;72225,08;81,18;1761,74;112,39;4,61;2439,23
243500139;2021-02-16-2021-02-22;[65-Inf);65;72225,08;83,33;1706,73;115,37;4,88;2363,07
243500139;2021-02-17-2021-02-23;[65-Inf);65;72225,08;74,18;1724,17;102,71;4,30;2387,22
243500139;2021-02-18-2021-02-24;[65-Inf);65;72225,08;70,01;1729,01;96,94;4,05;2393,92
243500139;2021-02-19-2021-02-25;[65-Inf);65;72225,08;65,55;1667,39;90,76;3,93;2308,60
243500139;2021-02-20-2021-02-26;[65-Inf);65;72225,08;66,51;1728,17;92,09;3,85;2392,75
243500139;2021-02-21-2021-02-27;[65-Inf);65;72225,08;66,51;1774,20;92,09;3,75;2456,49
243500139;2021-02-22-2021-02-28;[65-Inf);65;72225,08;66,51;1778,20;92,09;3,74;2462,03
243500139;2021-02-23-2021-03-01;[65-Inf);65;72225,08;63,36;1772,37;87,73;3,57;2453,96
243500139;2021-02-24-2021-03-02;[65-Inf);65;72225,08;65,43;1753,08;90,59;3,73;2427,24
243500139;2021-02-25-2021-03-03;[65-Inf);65;72225,08;68,60;1723,74;94,98;3,98;2386,63
243500139;2021-02-26-2021-03-04;[65-Inf);65;72225,08;72,60;1789,40;100,51;4,06;2477,53
243500139;2021-02-27-2021-03-05;[65-Inf);65;72225,08;76,06;1783,81;105,31;4,26;2469,80
243500139;2021-02-28-2021-03-06;[65-Inf);65;72225,08;80,21;1832,96;111,06;4,38;2537,84
243500139;2021-03-01-2021-03-07;[65-Inf);65;72225,08;82,21;1835,96;113,83;4,48;2541,99
243500139;2021-03-02-2021-03-08;[65-Inf);65;72225,08;77,36;1828,61;107,11;4,23;2531,81
243500139;2021-03-03-2021-03-09;[65-Inf);65;72225,08;85,28;1777,28;118,08;4,80;2460,75
243500139;2021-03-04-2021-03-10;[65-Inf);65;72225,08;85,28;1847,36;118,08;4,62;2557,78
243500139;2021-03-05-2021-03-11;[65-Inf);65;72225,08;78,43;1704,78;108,59;4,60;2360,37
243500139;2021-03-06-2021-03-12;[65-Inf);65;72225,08;70,60;1679,35;97,75;4,20;2325,16
243500139;2021-03-07-2021-03-13;[65-Inf);65;72225,08;66,45;1669,70;92,00;3,98;2311,79
243500139;2021-03-08-2021-03-14;[65-Inf);65;72225,08;66,45;1664,94;92,00;3,99;2305,21
243500139;2021-03-09-2021-03-15;[65-Inf);65;72225,08;74,30;1684,94;102,87;4,41;2332,90
243500139;2021-03-10-2021-03-16;[65-Inf);65;72225,08;61,37;1689,09;84,97;3,63;2338,64
243500139;2021-03-11-2021-03-17;[65-Inf);65;72225,08;58,37;1673,36;80,82;3,49;2316,87
243500139;2021-03-12-2021-03-18;[65-Inf);65;72225,08;71,22;1658,08;98,61;4,30;2295,71
243500139;2021-03-13-2021-03-19;[65-Inf);65;72225,08;77,22;1742,07;106,92;4,43;2412,00
243500139;2021-03-14-2021-03-20;[65-Inf);65;72225,08;78,22;1734,91;108,31;4,51;2402,09
243500139;2021-03-15-2021-03-21;[65-Inf);65;72225,08;77,22;1720,79;106,92;4,49;2382,54
243500139;2021-03-16-2021-03-22;[65-Inf);65;72225,08;79,22;1744,84;109,69;4,54;2415,84
243500139;2021-03-17-2021-03-23;[65-Inf);65;72225,08;90,00;1725,49;124,61;5,22;2389,04
243500139;2021-03-18-2021-03-24;[65-Inf);65;72225,08;96,56;1723,53;133,69;5,60;2386,33
243500139;2021-03-19-2021-03-25;[65-Inf);65;72225,08;90,56;1764,41;125,38;5,13;2442,93
243500139;2021-03-20-2021-03-26;[65-Inf);65;72225,08;80,86;1780,74;111,96;4,54;2465,55
243500139;2021-03-21-2021-03-27;[65-Inf);65;72225,08;83,86;1818,11;116,11;4,61;2517,28
243500139;2021-03-22-2021-03-28;[65-Inf);65;72225,08;82,86;1819,63;114,73;4,55;2519,38
243500139;2021-03-23-2021-03-29;[65-Inf);65;72225,08;79,86;1781,47;110,58;4,48;2466,55
243500139;2021-03-24-2021-03-30;[65-Inf);65;72225,08;81,86;1841,72;113,35;4,44;2549,97
243500139;2021-03-25-2021-03-31;[65-Inf);65;72225,08;75,31;1882,83;104,27;4,00;2606,89
243500139;2021-03-26-2021-04-01;[65-Inf);65;72225,08;74,37;1999,74;102,96;3,72;2768,76
243500139;2021-03-27-2021-04-02;[65-Inf);65;72225,08;80,20;1986,38;111,04;4,04;2750,26
243500139;2021-03-28-2021-04-03;[65-Inf);65;72225,08;87,20;1987,53;120,74;4,39;2751,86
243500139;2021-03-29-2021-04-04;[65-Inf);65;72225,08;87,20;2010,84;120,74;4,34;2784,13
243500139;2021-03-30-2021-04-05;[65-Inf);65;72225,08;75,20;1704,66;104,12;4,41;2360,21
243500139;2021-03-31-2021-04-06;[65-Inf);65;72225,08;73,36;1781,14;101,57;4,12;2466,09
243500139;2021-04-01-2021-04-07;[65-Inf);65;72225,08;80,02;1806,92;110,79;4,43;2501,79
243500139;2021-04-02-2021-04-08;[65-Inf);65;72225,08;84,36;1812,49;116,80;4,65;2509,51
243500139;2021-04-03-2021-04-09;[65-Inf);65;72225,08;84,85;1822,98;117,48;4,65;2524,02
243500139;2021-04-04-2021-04-10;[65-Inf);65;72225,08;80,87;1840,28;111,98;4,39;2547,98
243500139;2021-04-05-2021-04-11;[65-Inf);65;72225,08;85,87;1843,95;118,90;4,66;2553,06
243500139;2021-04-06-2021-04-12;[65-Inf);65;72225,08;95,87;2111,58;132,74;4,54;2923,61
243500139;2021-04-07-2021-04-13;[65-Inf);65;72225,08;102,88;1940,82;142,44;5,30;2687,18
243500139;2021-04-08-2021-04-14;[65-Inf);65;72225,08;107,24;1893,55;148,49;5,66;2621,74
243500139;2021-04-09-2021-04-15;[65-Inf);65;72225,08;109,90;2006,66;152,16;5,48;2778,34
243500139;2021-04-10-2021-04-16;[65-Inf);65;72225,08;112,90;2027,58;156,31;5,57;2807,31
243500139;2021-04-11-2021-04-17;[65-Inf);65;72225,08;111,53;1999,63;154,42;5,58;2768,61
243500139;2021-04-12-2021-04-18;[65-Inf);65;72225,08;112,53;1994,84;155,80;5,64;2761,98
243500139;2021-04-13-2021-04-19;[65-Inf);65;72225,08;122,69;2007,83;169,87;6,11;2779,96
243500139;2021-04-14-2021-04-20;[65-Inf);65;72225,08;114,53;1973,06;158,57;5,80;2731,82
243500139;2021-04-15-2021-04-21;[65-Inf);65;72225,08;110,31;1906,12;152,73;5,79;2639,15
243500139;2021-04-16-2021-04-22;[65-Inf);65;72225,08;100,02;1817,02;138,49;5,50;2515,78
243500139;2021-04-17-2021-04-23;[65-Inf);65;72225,08;94,02;1824,28;130,18;5,15;2525,82
243500139;2021-04-18-2021-04-24;[65-Inf);65;72225,08;95,74;1808,10;132,56;5,30;2503,43
243500139;2021-04-19-2021-04-25;[65-Inf);65;72225,08;93,74;1812,21;129,80;5,17;2509,12
243500139;2021-04-20-2021-04-26;[65-Inf);65;72225,08;88,23;1782,52;122,16;4,95;2468,01
243500139;2021-04-21-2021-04-27;[65-Inf);65;72225,08;83,23;1741,73;115,24;4,78;2411,53
243500139;2021-04-22-2021-04-28;[65-Inf);65;72225,08;75,08;1713,10;103,96;4,38;2371,89
243500139;2021-04-23-2021-04-29;[65-Inf);65;72225,08;75,36;1691,17;104,35;4,46;2341,52
243500139;2021-04-24-2021-04-30;[65-Inf);65;72225,08;70,36;1733,69;97,42;4,06;2400,40
243500139;2021-04-25-2021-05-01;[65-Inf);65;72225,08;63,99;1655,88;88,60;3,86;2292,67
243500139;2021-04-26-2021-05-02;[65-Inf);65;72225,08;58,99;1656,43;81,68;3,56;2293,43
243500139;2021-04-27-2021-05-03;[65-Inf);65;72225,08;46,35;1587,06;64,17;2,92;2197,38
243500139;2021-04-28-2021-05-04;[65-Inf);65;72225,08;50,35;1560,26;69,71;3,23;2160,27
243500139;2021-04-29-2021-05-05;[65-Inf);65;72225,08;49,35;1633,53;68,33;3,02;2261,73
243500139;2021-04-30-2021-05-06;[65-Inf);65;72225,08;45,44;1555,89;62,91;2,92;2154,22
243500139;2021-05-01-2021-05-07;[65-Inf);65;72225,08;42,44;1557,62;58,76;2,72;2156,62
243500139;2021-05-02-2021-05-08;[65-Inf);65;72225,08;37,94;1568,51;52,53;2,42;2171,69
243500139;2021-05-03-2021-05-09;[65-Inf);65;72225,08;37,94;1570,06;52,53;2,42;2173,85
243500139;2021-05-04-2021-05-10;[65-Inf);65;72225,08;38,09;1619,25;52,74;2,35;2241,94
243500139;2021-05-05-2021-05-11;[65-Inf);65;72225,08;32,61;1548,70;45,15;2,11;2144,27
243500139;2021-05-06-2021-05-12;[65-Inf);65;72225,08;25,75;1479,11;35,66;1,74;2047,92
243500139;2021-05-07-2021-05-13;[65-Inf);65;72225,08;20,66;1392,14;28,61;1,48;1927,50
243500139;2021-05-08-2021-05-14;[65-Inf);65;72225,08;26,66;1381,74;36,92;1,93;1913,11
243500139;2021-05-09-2021-05-15;[65-Inf);65;72225,08;28,82;1485,84;39,90;1,94;2057,24
243500139;2021-05-10-2021-05-16;[65-Inf);65;72225,08;28,82;1476,79;39,90;1,95;2044,70
243500139;2021-05-11-2021-05-17;[65-Inf);65;72225,08;26,66;1376,37;36,92;1,94;1905,67
243500139;2021-05-12-2021-05-18;[65-Inf);65;72225,08;23,15;1471,25;32,05;1,57;2037,04
243500139;2021-05-13-2021-05-19;[65-Inf);65;72225,08;23,00;1517,03;31,84;1,52;2100,42
243500139;2021-05-14-2021-05-20;[65-Inf);65;72225,08;26,00;1611,54;36,00;1,61;2231,28
243500139;2021-05-15-2021-05-21;[65-Inf);65;72225,08;21,00;1567,31;29,08;1,34;2170,04
243500139;2021-05-16-2021-05-22;[65-Inf);65;72225,08;22,00;1565,96;30,46;1,40;2168,17
243500139;2021-05-17-2021-05-23;[65-Inf);65;72225,08;22,00;1565,32;30,46;1,41;2167,29
243500139;2021-05-18-2021-05-24;[65-Inf);65;72225,08;19,00;1372,93;26,31;1,38;1900,90
243500139;2021-05-19-2021-05-25;[65-Inf);65;72225,08;18,15;1359,40;25,13;1,34;1882,17
243500139;2021-05-20-2021-05-26;[65-Inf);65;72225,08;19,15;1294,28;26,51;1,48;1792,02
243500139;2021-05-21-2021-05-27;[65-Inf);65;72225,08;25,15;1365,37;34,82;1,84;1890,44
243500139;2021-05-22-2021-05-28;[65-Inf);65;72225,08;23,15;1402,63;32,05;1,65;1942,02
243500139;2021-05-23-2021-05-29;[65-Inf);65;72225,08;22,15;1409,28;30,67;1,57;1951,23
243500139;2021-05-24-2021-05-30;[65-Inf);65;72225,08;22,15;1406,65;30,67;1,57;1947,59
243500139;2021-05-25-2021-05-31;[65-Inf);65;72225,08;24,15;1549,38;33,43;1,56;2145,21
243500139;2021-05-26-2021-06-01;[65-Inf);65;72225,08;20,00;1449,30;27,69;1,38;2006,65
243500139;2021-05-27-2021-06-02;[65-Inf);65;72225,08;21,00;1437,71;29,08;1,46;1990,59
243500139;2021-05-28-2021-06-03;[65-Inf);65;72225,08;14,00;1375,83;19,38;1,02;1904,92
243500139;2021-05-29-2021-06-04;[65-Inf);65;72225,08;13,00;1381,57;18,00;0,94;1912,87
243500139;2021-05-30-2021-06-05;[65-Inf);65;72225,08;14,08;1356,02;19,49;1,04;1877,49
243500139;2021-05-31-2021-06-06;[65-Inf);65;72225,08;14,08;1349,52;19,49;1,04;1868,49
243500139;2021-06-01-2021-06-07;[65-Inf);65;72225,08;13,08;1315,80;18,10;0,99;1821,81
243500139;2021-06-02-2021-06-08;[65-Inf);65;72225,08;14,08;1317,41;19,49;1,07;1824,04
243500139;2021-06-03-2021-06-09;[65-Inf);65;72225,08;11,08;1301,75;15,33;0,85;1802,36
243500139;2021-06-04-2021-06-10;[65-Inf);65;72225,08;9,08;1308,20;12,57;0,69;1811,28
243500139;2021-06-05-2021-06-11;[65-Inf);65;72225,08;8,08;1263,23;11,18;0,64;1749,01
243500139;2021-06-06-2021-06-12;[65-Inf);65;72225,08;5,00;1225,73;6,92;0,41;1697,09
243500139;2021-06-07-2021-06-13;[65-Inf);65;72225,08;5,00;1221,36;6,92;0,41;1691,05
243500139;2021-06-08-2021-06-14;[65-Inf);65;72225,08;3,00;1202,79;4,15;0,25;1665,34
243500139;2021-06-09-2021-06-15;[65-Inf);65;72225,08;2,00;1161,79;2,77;0,17;1608,56
243500139;2021-06-10-2021-06-16;[65-Inf);65;72225,08;1,00;1144,63;1,38;0,09;1584,81
243500139;2021-06-11-2021-06-17;[65-Inf);65;72225,08;2,00;1081,51;2,77;0,18;1497,41
243500139;2021-06-12-2021-06-18;[65-Inf);65;72225,08;2,00;1089,66;2,77;0,18;1508,71
243500139;2021-06-13-2021-06-19;[65-Inf);65;72225,08;2,00;1094,55;2,77;0,18;1515,47
243500139;2021-06-14-2021-06-20;[65-Inf);65;72225,08;2,00;1105,36;2,77;0,18;1530,44
243500139;2021-06-15-2021-06-21;[65-Inf);65;72225,08;4,00;1104,20;5,54;0,36;1528,83
243500139;2021-06-16-2021-06-22;[65-Inf);65;72225,08;5,37;1108,45;7,43;0,48;1534,72
243500139;2021-06-17-2021-06-23;[65-Inf);65;72225,08;5,37;1082,43;7,43;0,50;1498,69
243500139;2021-06-18-2021-06-24;[65-Inf);65;72225,08;5,37;1077,86;7,43;0,50;1492,36
243500139;2021-06-19-2021-06-25;[65-Inf);65;72225,08;6,37;1056,81;8,82;0,60;1463,22
243500139;2021-06-20-2021-06-26;[65-Inf);65;72225,08;6,37;1079,10;8,82;0,59;1494,08
243500139;2021-06-21-2021-06-27;[65-Inf);65;72225,08;6,37;1089,41;8,82;0,58;1508,36
243500139;2021-06-22-2021-06-28;[65-Inf);65;72225,08;4,37;1099,65;6,05;0,40;1522,53
243500139;2021-06-23-2021-06-29;[65-Inf);65;72225,08;3,00;1101,05;4,15;0,27;1524,47
243500139;2021-06-24-2021-06-30;[65-Inf);65;72225,08;3,00;1120,67;4,15;0,27;1551,64
243500139;2021-06-25-2021-07-01;[65-Inf);65;72225,08;6,00;1118,37;8,31;0,54;1548,45
243500139;2021-06-26-2021-07-02;[65-Inf);65;72225,08;5,00;1100,87;6,92;0,45;1524,22
243500139;2021-06-27-2021-07-03;[65-Inf);65;72225,08;6,00;1089,08;8,31;0,55;1507,90
243500139;2021-06-28-2021-07-04;[65-Inf);65;72225,08;6,00;1073,00;8,31;0,56;1485,64
243500139;2021-06-29-2021-07-05;[65-Inf);65;72225,08;6,00;1024,05;8,31;0,59;1417,86
243500139;2021-06-30-2021-07-06;[65-Inf);65;72225,08;10,00;1008,84;13,85;0,99;1396,80
243500139;2021-07-01-2021-07-07;[65-Inf);65;72225,08;13,00;978,83;18,00;1,33;1355,26
243500139;2021-07-02-2021-07-08;[65-Inf);65;72225,08;12,37;990,30;17,13;1,25;1371,12
243500139;2021-07-03-2021-07-09;[65-Inf);65;72225,08;15,37;1004,85;21,28;1,53;1391,27
243500139;2021-07-04-2021-07-10;[65-Inf);65;72225,08;13,37;975,95;18,51;1,37;1351,26
243500139;2021-07-05-2021-07-11;[65-Inf);65;72225,08;13,37;979,22;18,51;1,37;1355,79
243500139;2021-07-06-2021-07-12;[65-Inf);65;72225,08;14,37;938,28;19,90;1,53;1299,11
243500139;2021-07-07-2021-07-13;[65-Inf);65;72225,08;12,37;936,90;17,13;1,32;1297,20
243500139;2021-07-08-2021-07-14;[65-Inf);65;72225,08;9,37;826,72;12,97;1,13;1144,64
243500139;2021-07-09-2021-07-15;[65-Inf);65;72225,08;8,35;840,90;11,56;0,99;1164,27
243500139;2021-07-10-2021-07-16;[65-Inf);65;72225,08;8,07;822,74;11,17;0,98;1139,14
243500139;2021-07-11-2021-07-17;[65-Inf);65;72225,08;11,07;841,12;15,32;1,32;1164,58
243500139;2021-07-12-2021-07-18;[65-Inf);65;72225,08;12,24;837,51;16,95;1,46;1159,58
243500139;2021-07-13-2021-07-19;[65-Inf);65;72225,08;13,47;906,45;18,65;1,49;1255,04
243500139;2021-07-14-2021-07-20;[65-Inf);65;72225,08;15,47;934,35;21,42;1,66;1293,66
243500139;2021-07-15-2021-07-21;[65-Inf);65;72225,08;15,47;1056,62;21,42;1,46;1462,95
243500139;2021-07-16-2021-07-22;[65-Inf);65;72225,08;13,12;1038,44;18,17;1,26;1437,79
243500139;2021-07-17-2021-07-23;[65-Inf);65;72225,08;14,41;1033,36;19,94;1,39;1430,75
243500139;2021-07-18-2021-07-24;[65-Inf);65;72225,08;11,41;1021,76;15,79;1,12;1414,69
243500139;2021-07-19-2021-07-25;[65-Inf);65;72225,08;10,23;1032,95;14,16;0,99;1430,19
243500139;2021-07-20-2021-07-26;[65-Inf);65;72225,08;12,00;1034,37;16,61;1,16;1432,15
243500139;2021-07-21-2021-07-27;[65-Inf);65;72225,08;13,00;1020,05;18,00;1,27;1412,32
243500139;2021-07-22-2021-07-28;[65-Inf);65;72225,08;14,00;1010,72;19,38;1,39;1399,41
243500139;2021-07-23-2021-07-29;[65-Inf);65;72225,08;17,00;1017,87;23,54;1,67;1409,30
243500139;2021-07-24-2021-07-30;[65-Inf);65;72225,08;15,00;1012,06;20,77;1,48;1401,26
243500139;2021-07-25-2021-07-31;[65-Inf);65;72225,08;16,37;992,94;22,66;1,65;1374,79
243500139;2021-07-26-2021-08-01;[65-Inf);65;72225,08;18,37;971,34;25,43;1,89;1344,88
243500139;2021-07-27-2021-08-02;[65-Inf);65;72225,08;21,72;1008,40;30,07;2,15;1396,19
243500139;2021-07-28-2021-08-03;[65-Inf);65;72225,08;19,72;1016,83;27,30;1,94;1407,86
243500139;2021-07-29-2021-08-04;[65-Inf);65;72225,08;19,72;1016,74;27,30;1,94;1407,74
243500139;2021-07-30-2021-08-05;[65-Inf);65;72225,08;23,72;1039,90;32,84;2,28;1439,81
243500139;2021-07-31-2021-08-06;[65-Inf);65;72225,08;29,09;1058,39;40,27;2,75;1465,41
243500139;2021-08-01-2021-08-07;[65-Inf);65;72225,08;33,72;1082,84;46,69;3,11;1499,25
243500139;2021-08-02-2021-08-08;[65-Inf);65;72225,08;31,72;1097,93;43,92;2,89;1520,15
243500139;2021-08-03-2021-08-09;[65-Inf);65;72225,08;31,13;1114,50;43,10;2,79;1543,09
243500139;2021-08-04-2021-08-10;[65-Inf);65;72225,08;41,22;1141,66;57,07;3,61;1580,69
243500139;2021-08-05-2021-08-11;[65-Inf);65;72225,08;46,22;1227,04;63,99;3,77;1698,91
243500139;2021-08-06-2021-08-12;[65-Inf);65;72225,08;45,22;1251,88;62,61;3,61;1733,30
243500139;2021-08-07-2021-08-13;[65-Inf);65;72225,08;41,85;1265,01;57,94;3,31;1751,48
243500139;2021-08-08-2021-08-14;[65-Inf);65;72225,08;39,85;1276,19;55,17;3,12;1766,96
243500139;2021-08-09-2021-08-15;[65-Inf);65;72225,08;40,85;1277,30;56,56;3,20;1768,50
243500139;2021-08-10-2021-08-16;[65-Inf);65;72225,08;44,78;1298,09;62,00;3,45;1797,29
243500139;2021-08-11-2021-08-17;[65-Inf);65;72225,08;39,13;1298,11;54,18;3,01;1797,31
243500139;2021-08-12-2021-08-18;[65-Inf);65;72225,08;39,13;1297,45;54,18;3,02;1796,40
