epci;sg;cage65;cl_age65;pop;P;T;Ti;Tp;Td
200040715;2021-04-06-2021-04-12;[00-65);64;362214,44;1296,80;13207,13;358,02;9,82;3646,22
200040715;2021-04-07-2021-04-13;[00-65);64;362214,44;1206,57;12262,62;333,11;9,84;3385,46
200040715;2021-04-08-2021-04-14;[00-65);64;362214,44;1192,67;11700,63;329,27;10,19;3230,31
200040715;2021-04-09-2021-04-15;[00-65);64;362214,44;1178,34;11430,89;325,32;10,31;3155,83
200040715;2021-04-10-2021-04-16;[00-65);64;362214,44;1113,18;10920,10;307,33;10,19;3014,82
200040715;2021-04-11-2021-04-17;[00-65);64;362214,44;1094,54;10733,37;302,18;10,20;2963,26
200040715;2021-04-12-2021-04-18;[00-65);64;362214,44;1081,54;10669,07;298,59;10,14;2945,51
200040715;2021-04-13-2021-04-19;[00-65);64;362214,44;1024,48;10132,11;282,84;10,11;2797,27
200040715;2021-04-14-2021-04-20;[00-65);64;362214,44;968,13;9818,54;267,28;9,86;2710,70
200040715;2021-04-15-2021-04-21;[00-65);64;362214,44;996,67;9535,00;275,16;10,45;2632,42
200040715;2021-04-16-2021-04-22;[00-65);64;362214,44;963,97;9153,96;266,13;10,53;2527,22
200040715;2021-04-17-2021-04-23;[00-65);64;362214,44;965,77;8725,77;266,63;11,07;2409,01
200040715;2021-04-18-2021-04-24;[00-65);64;362214,44;998,89;8555,88;275,77;11,67;2362,10
200040715;2021-04-19-2021-04-25;[00-65);64;362214,44;996,89;8533,49;275,22;11,68;2355,92
200040715;2021-04-20-2021-04-26;[00-65);64;362214,44;961,01;8560,67;265,32;11,23;2363,42
200040715;2021-04-21-2021-04-27;[00-65);64;362214,44;961,01;8503,54;265,31;11,30;2347,65
200040715;2021-04-22-2021-04-28;[00-65);64;362214,44;865,02;8496,83;238,81;10,18;2345,80
200040715;2021-04-23-2021-04-29;[00-65);64;362214,44;833,34;8438,15;230,07;9,88;2329,60
200040715;2021-04-24-2021-04-30;[00-65);64;362214,44;790,42;8913,90;218,22;8,87;2460,94
200040715;2021-04-25-2021-05-01;[00-65);64;362214,44;688,33;8336,19;190,03;8,26;2301,45
200040715;2021-04-26-2021-05-02;[00-65);64;362214,44;676,33;8353,50;186,72;8,10;2306,23
200040715;2021-04-27-2021-05-03;[00-65);64;362214,44;623,31;8284,92;172,08;7,52;2287,30
200040715;2021-04-28-2021-05-04;[00-65);64;362214,44;548,82;8453,36;151,52;6,49;2333,80
200040715;2021-04-29-2021-05-05;[00-65);64;362214,44;523,97;8578,15;144,66;6,11;2368,25
200040715;2021-04-30-2021-05-06;[00-65);64;362214,44;488,20;9379,37;134,78;5,21;2589,45
200040715;2021-05-01-2021-05-07;[00-65);64;362214,44;462,13;9961,83;127,58;4,64;2750,26
200040715;2021-05-02-2021-05-08;[00-65);64;362214,44;459,13;10068,03;126,76;4,56;2779,58
200040715;2021-05-03-2021-05-09;[00-65);64;362214,44;460,13;10094,24;127,03;4,56;2786,81
200040715;2021-05-04-2021-05-10;[00-65);64;362214,44;416,10;10334,43;114,88;4,03;2853,12
200040715;2021-05-05-2021-05-11;[00-65);64;362214,44;396,75;10972,63;109,53;3,62;3029,32
200040715;2021-05-06-2021-05-12;[00-65);64;362214,44;398,96;11593,91;110,14;3,44;3200,84
200040715;2021-05-07-2021-05-13;[00-65);64;362214,44;344,04;10007,82;94,98;3,44;2762,95
200040715;2021-05-08-2021-05-14;[00-65);64;362214,44;323,35;9633,49;89,27;3,36;2659,61
200040715;2021-05-09-2021-05-15;[00-65);64;362214,44;335,35;10179,51;92,58;3,29;2810,35
200040715;2021-05-10-2021-05-16;[00-65);64;362214,44;333,35;10161,92;92,03;3,28;2805,50
200040715;2021-05-11-2021-05-17;[00-65);64;362214,44;333,66;9939,39;92,12;3,36;2744,06
200040715;2021-05-12-2021-05-18;[00-65);64;362214,44;339,10;9395,70;93,62;3,61;2593,96
200040715;2021-05-13-2021-05-19;[00-65);64;362214,44;335,90;9249,90;92,73;3,63;2553,71
200040715;2021-05-14-2021-05-20;[00-65);64;362214,44;378,28;11168,51;104,44;3,39;3083,40
200040715;2021-05-15-2021-05-21;[00-65);64;362214,44;375,44;11284,88;103,65;3,33;3115,53
200040715;2021-05-16-2021-05-22;[00-65);64;362214,44;389,73;11339,50;107,60;3,44;3130,60
200040715;2021-05-17-2021-05-23;[00-65);64;362214,44;393,73;11350,48;108,70;3,47;3133,64
200040715;2021-05-18-2021-05-24;[00-65);64;362214,44;334,26;9850,07;92,28;3,39;2719,40
200040715;2021-05-19-2021-05-25;[00-65);64;362214,44;331,55;10049,87;91,53;3,30;2774,56
200040715;2021-05-20-2021-05-26;[00-65);64;362214,44;311,16;9643,58;85,90;3,23;2662,39
200040715;2021-05-21-2021-05-27;[00-65);64;362214,44;299,70;9446,22;82,74;3,17;2607,91
200040715;2021-05-22-2021-05-28;[00-65);64;362214,44;270,30;9086,88;74,62;2,97;2508,70
200040715;2021-05-23-2021-05-29;[00-65);64;362214,44;248,79;8903,00;68,69;2,79;2457,94
200040715;2021-05-24-2021-05-30;[00-65);64;362214,44;247,79;8898,09;68,41;2,78;2456,58
200040715;2021-05-25-2021-05-31;[00-65);64;362214,44;268,48;10137,46;74,12;2,65;2798,75
200040715;2021-05-26-2021-06-01;[00-65);64;362214,44;222,18;9322,78;61,34;2,38;2573,83
200040715;2021-05-27-2021-06-02;[00-65);64;362214,44;202,57;9075,05;55,93;2,23;2505,44
200040715;2021-05-28-2021-06-03;[00-65);64;362214,44;177,89;8568,59;49,11;2,08;2365,61
200040715;2021-05-29-2021-06-04;[00-65);64;362214,44;160,42;8468,43;44,29;1,89;2337,96
200040715;2021-05-30-2021-06-05;[00-65);64;362214,44;147,94;8648,09;40,84;1,71;2387,56
200040715;2021-05-31-2021-06-06;[00-65);64;362214,44;147,26;8631,58;40,66;1,71;2383,00
200040715;2021-06-01-2021-06-07;[00-65);64;362214,44;136,57;8366,87;37,70;1,63;2309,92
200040715;2021-06-02-2021-06-08;[00-65);64;362214,44;146,18;8569,74;40,36;1,71;2365,93
200040715;2021-06-03-2021-06-09;[00-65);64;362214,44;135,12;8622,20;37,30;1,57;2380,41
200040715;2021-06-04-2021-06-10;[00-65);64;362214,44;127,49;8699,27;35,20;1,47;2401,69
200040715;2021-06-05-2021-06-11;[00-65);64;362214,44;125,96;8398,65;34,77;1,50;2318,69
200040715;2021-06-06-2021-06-12;[00-65);64;362214,44;124,47;8205,20;34,36;1,52;2265,29
200040715;2021-06-07-2021-06-13;[00-65);64;362214,44;119,14;8195,85;32,89;1,45;2262,71
200040715;2021-06-08-2021-06-14;[00-65);64;362214,44;107,14;8218,42;29,58;1,30;2268,94
200040715;2021-06-09-2021-06-15;[00-65);64;362214,44;80,44;7983,51;22,21;1,01;2204,08
200040715;2021-06-10-2021-06-16;[00-65);64;362214,44;71,12;7837,06;19,63;0,91;2163,65
200040715;2021-06-11-2021-06-17;[00-65);64;362214,44;70,12;7912,40;19,36;0,89;2184,45
200040715;2021-06-12-2021-06-18;[00-65);64;362214,44;60,12;7870,43;16,60;0,76;2172,86
200040715;2021-06-13-2021-06-19;[00-65);64;362214,44;63,30;7803,34;17,48;0,81;2154,34
200040715;2021-06-14-2021-06-20;[00-65);64;362214,44;66,30;7797,58;18,31;0,85;2152,75
200040715;2021-06-15-2021-06-21;[00-65);64;362214,44;54,69;7359,24;15,10;0,74;2031,74
200040715;2021-06-16-2021-06-22;[00-65);64;362214,44;53,39;7204,34;14,74;0,74;1988,97
200040715;2021-06-17-2021-06-23;[00-65);64;362214,44;54,39;7153,60;15,02;0,76;1974,96
200040715;2021-06-18-2021-06-24;[00-65);64;362214,44;48,09;6920,43;13,28;0,69;1910,59
200040715;2021-06-19-2021-06-25;[00-65);64;362214,44;44,40;6957,20;12,26;0,64;1920,74
200040715;2021-06-20-2021-06-26;[00-65);64;362214,44;38,40;7125,75;10,60;0,54;1967,27
200040715;2021-06-21-2021-06-27;[00-65);64;362214,44;35,40;7159,62;9,77;0,49;1976,63
200040715;2021-06-22-2021-06-28;[00-65);64;362214,44;40,01;7662,66;11,04;0,52;2115,50
200040715;2021-06-23-2021-06-29;[00-65);64;362214,44;41,01;7721,60;11,32;0,53;2131,78
200040715;2021-06-24-2021-06-30;[00-65);64;362214,44;44,01;8014,15;12,15;0,55;2212,54
200040715;2021-06-25-2021-07-01;[00-65);64;362214,44;51,30;8404,21;14,16;0,61;2320,23
200040715;2021-06-26-2021-07-02;[00-65);64;362214,44;61,00;8754,59;16,84;0,70;2416,96
200040715;2021-06-27-2021-07-03;[00-65);64;362214,44;73,57;9183,67;20,31;0,80;2535,42
200040715;2021-06-28-2021-07-04;[00-65);64;362214,44;73,57;9180,53;20,31;0,80;2534,56
200040715;2021-06-29-2021-07-05;[00-65);64;362214,44;96,57;9515,62;26,66;1,01;2627,07
200040715;2021-06-30-2021-07-06;[00-65);64;362214,44;106,57;9883,88;29,42;1,08;2728,74
200040715;2021-07-01-2021-07-07;[00-65);64;362214,44;118,57;10254,85;32,74;1,16;2831,15
200040715;2021-07-02-2021-07-08;[00-65);64;362214,44;131,63;10564,32;36,34;1,25;2916,59
200040715;2021-07-03-2021-07-09;[00-65);64;362214,44;147,63;11486,14;40,76;1,29;3171,09
200040715;2021-07-04-2021-07-10;[00-65);64;362214,44;150,56;12011,58;41,57;1,25;3316,15
200040715;2021-07-05-2021-07-11;[00-65);64;362214,44;159,56;12111,47;44,05;1,32;3343,73
200040715;2021-07-06-2021-07-12;[00-65);64;362214,44;174,61;12404,81;48,21;1,41;3424,72
200040715;2021-07-07-2021-07-13;[00-65);64;362214,44;209,96;12935,54;57,97;1,62;3571,24
200040715;2021-07-08-2021-07-14;[00-65);64;362214,44;198,51;11750,52;54,80;1,69;3244,08
200040715;2021-07-09-2021-07-15;[00-65);64;362214,44;230,78;12296,78;63,72;1,88;3394,89
200040715;2021-07-10-2021-07-16;[00-65);64;362214,44;256,49;11961,42;70,81;2,14;3302,30
200040715;2021-07-11-2021-07-17;[00-65);64;362214,44;296,53;11966,62;81,87;2,48;3303,74
200040715;2021-07-12-2021-07-18;[00-65);64;362214,44;297,03;11966,81;82,00;2,48;3303,79
200040715;2021-07-13-2021-07-19;[00-65);64;362214,44;363,09;11760,19;100,24;3,09;3246,75
200040715;2021-07-14-2021-07-20;[00-65);64;362214,44;431,36;11912,44;119,09;3,62;3288,78
200040715;2021-07-15-2021-07-21;[00-65);64;362214,44;534,25;14058,85;147,49;3,80;3881,36
200040715;2021-07-16-2021-07-22;[00-65);64;362214,44;582,48;14278,74;160,81;4,08;3942,07
200040715;2021-07-17-2021-07-23;[00-65);64;362214,44;634,84;15582,45;175,27;4,07;4302,00
200040715;2021-07-18-2021-07-24;[00-65);64;362214,44;642,29;16376,27;177,32;3,92;4521,15
200040715;2021-07-19-2021-07-25;[00-65);64;362214,44;640,80;16520,32;176,91;3,88;4560,92
200040715;2021-07-20-2021-07-26;[00-65);64;362214,44;687,99;17215,30;189,94;4,00;4752,79
200040715;2021-07-21-2021-07-27;[00-65);64;362214,44;677,02;17719,14;186,91;3,82;4891,89
200040715;2021-07-22-2021-07-28;[00-65);64;362214,44;665,29;17719,68;183,67;3,75;4892,04
200040715;2021-07-23-2021-07-29;[00-65);64;362214,44;649,11;18267,81;179,20;3,55;5043,37
200040715;2021-07-24-2021-07-30;[00-65);64;362214,44;642,31;19151,94;177,33;3,35;5287,46
200040715;2021-07-25-2021-07-31;[00-65);64;362214,44;645,46;19615,02;178,20;3,29;5415,31
200040715;2021-07-26-2021-08-01;[00-65);64;362214,44;652,78;19734,30;180,22;3,31;5448,24
200040715;2021-07-27-2021-08-02;[00-65);64;362214,44;652,82;20296,98;180,23;3,22;5603,58
200040715;2021-07-28-2021-08-03;[00-65);64;362214,44;677,58;20367,64;187,06;3,33;5623,09
200040715;2021-07-29-2021-08-04;[00-65);64;362214,44;685,79;20543,37;189,33;3,34;5671,60
200040715;2021-07-30-2021-08-05;[00-65);64;362214,44;733,83;20409,55;202,60;3,60;5634,66
200040715;2021-07-31-2021-08-06;[00-65);64;362214,44;765,59;19836,36;211,36;3,86;5476,41
200040715;2021-08-01-2021-08-07;[00-65);64;362214,44;768,14;19793,23;212,07;3,88;5464,51
200040715;2021-08-02-2021-08-08;[00-65);64;362214,44;770,80;19973,32;212,80;3,86;5514,23
200040715;2021-08-03-2021-08-09;[00-65);64;362214,44;832,49;21119,48;229,83;3,94;5830,66
200040715;2021-08-04-2021-08-10;[00-65);64;362214,44;844,83;22349,62;233,24;3,78;6170,27
200040715;2021-08-05-2021-08-11;[00-65);64;362214,44;867,82;23190,40;239,59;3,74;6402,40
200040715;2021-08-06-2021-08-12;[00-65);64;362214,44;850,10;23907,47;234,70;3,56;6600,36
200040715;2021-08-07-2021-08-13;[00-65);64;362214,44;851,46;24501,98;235,07;3,48;6764,50
200040715;2021-08-08-2021-08-14;[00-65);64;362214,44;870,27;25242,02;240,26;3,45;6968,80
200040715;2021-08-09-2021-08-15;[00-65);64;362214,44;879,78;25213,24;242,89;3,49;6960,86
200040715;2021-08-10-2021-08-16;[00-65);64;362214,44;833,59;24690,89;230,14;3,38;6816,65
200040715;2021-08-11-2021-08-17;[00-65);64;362214,44;838,23;24496,82;231,42;3,42;6763,07
200040715;2021-08-12-2021-08-18;[00-65);64;362214,44;837,66;24337,45;231,26;3,44;6719,07
200040715;2021-08-13-2021-08-19;[00-65);64;362214,44;855,17;24139,64;236,10;3,54;6664,46
200040715;2021-08-14-2021-08-20;[00-65);64;362214,44;858,39;24465,71;236,98;3,51;6754,48
200040715;2021-08-15-2021-08-21;[00-65);64;362214,44;860,24;24314,91;237,49;3,54;6712,85
200040715;2021-08-16-2021-08-22;[00-65);64;362214,44;847,14;24242,29;233,88;3,49;6692,80
200040715;2021-08-17-2021-08-23;[00-65);64;362214,44;849,02;23938,98;234,40;3,55;6609,06
200040715;2021-08-18-2021-08-24;[00-65);64;362214,44;855,05;23483,89;236,06;3,64;6483,42
200040715;2021-08-19-2021-08-25;[00-65);64;362214,44;850,88;23172,37;234,91;3,67;6397,42
200040715;2021-08-20-2021-08-26;[00-65);64;362214,44;826,00;22663,41;228,04;3,64;6256,91
200040715;2021-08-21-2021-08-27;[00-65);64;362214,44;783,91;22026,36;216,42;3,56;6081,03
200040715;2021-08-22-2021-08-28;[00-65);64;362214,44;750,45;21812,27;207,18;3,44;6021,92
200040715;2021-08-23-2021-08-29;[00-65);64;362214,44;762,06;21752,82;210,39;3,50;6005,51
200040715;2021-08-24-2021-08-30;[00-65);64;362214,44;727,27;21387,00;200,78;3,40;5904,51
200040715;2021-08-25-2021-08-31;[00-65);64;362214,44;666,52;21116,89;184,01;3,16;5829,94
200040715;2021-08-26-2021-09-01;[00-65);64;362214,44;610,29;20464,20;168,49;2,98;5649,75
200040715;2021-08-27-2021-09-02;[00-65);64;362214,44;585,40;19863,19;161,62;2,95;5483,82
200040715;2021-08-28-2021-09-03;[00-65);64;362214,44;569,87;19340,28;157,33;2,95;5339,46
200040715;2021-08-29-2021-09-04;[00-65);64;362214,44;556,28;19306,59;153,58;2,88;5330,16
200040715;2021-08-30-2021-09-05;[00-65);64;362214,44;549,26;19129,44;151,64;2,87;5281,25
200040715;2021-08-31-2021-09-06;[00-65);64;362214,44;500,01;18593,45;138,04;2,69;5133,27
200040715;2021-09-01-2021-09-07;[00-65);64;362214,44;474,97;18043,79;131,13;2,63;4981,52
200040715;2021-09-02-2021-09-08;[00-65);64;362214,44;470,33;17942,83;129,85;2,62;4953,65
200040715;2021-09-03-2021-09-09;[00-65);64;362214,44;430,73;17659,85;118,92;2,44;4875,52
200040715;2021-09-04-2021-09-10;[00-65);64;362214,44;400,73;17504,23;110,63;2,29;4832,56
200040715;2021-09-05-2021-09-11;[00-65);64;362214,44;377,42;17370,07;104,20;2,17;4795,52
200040715;2021-09-06-2021-09-12;[00-65);64;362214,44;371,45;17421,10;102,55;2,13;4809,61
200040715;2021-09-07-2021-09-13;[00-65);64;362214,44;342,09;17185,57;94,44;1,99;4744,59
200040715;2021-09-08-2021-09-14;[00-65);64;362214,44;318,76;17206,89;88,00;1,85;4750,47
200040715;2021-09-09-2021-09-15;[00-65);64;362214,44;286,46;17157,48;79,09;1,67;4736,83
200040715;2021-09-10-2021-09-16;[00-65);64;362214,44;263,64;17080,89;72,79;1,54;4715,69
200040715;2021-09-11-2021-09-17;[00-65);64;362214,44;250,23;16798,15;69,08;1,49;4637,63
200040715;2021-09-12-2021-09-18;[00-65);64;362214,44;245,23;16717,96;67,70;1,47;4615,49
200040715;2021-09-13-2021-09-19;[00-65);64;362214,44;238,62;16655,27;65,88;1,43;4598,18
200040715;2021-09-14-2021-09-20;[00-65);64;362214,44;219,64;16378,02;60,64;1,34;4521,64
200040715;2021-09-15-2021-09-21;[00-65);64;362214,44;203,65;16150,54;56,22;1,26;4458,83
200040715;2021-09-16-2021-09-22;[00-65);64;362214,44;195,65;15831,34;54,01;1,24;4370,71
200040715;2021-09-17-2021-09-23;[00-65);64;362214,44;202,64;15531,95;55,94;1,30;4288,05
200040715;2021-09-18-2021-09-24;[00-65);64;362214,44;194,05;15554,77;53,57;1,25;4294,35
200040715;2021-09-19-2021-09-25;[00-65);64;362214,44;200,05;15321,76;55,23;1,31;4230,02
200040715;2021-09-20-2021-09-26;[00-65);64;362214,44;195,66;15257,76;54,02;1,28;4212,36
200040715;2021-09-21-2021-09-27;[00-65);64;362214,44;194,33;14885,68;53,65;1,31;4109,63
200040715;2021-09-22-2021-09-28;[00-65);64;362214,44;195,00;14754,11;53,84;1,32;4073,31
200040715;2021-09-23-2021-09-29;[00-65);64;362214,44;195,00;14770,93;53,84;1,32;4077,95
200040715;2021-09-24-2021-09-30;[00-65);64;362214,44;187,00;14929,75;51,63;1,25;4121,80
200040715;2021-09-25-2021-10-01;[00-65);64;362214,44;182,00;14963,35;50,25;1,22;4131,07
200040715;2021-09-26-2021-10-02;[00-65);64;362214,44;168,57;15300,25;46,54;1,10;4224,09
200040715;2021-09-27-2021-10-03;[00-65);64;362214,44;169,95;15390,86;46,92;1,10;4249,10
200040715;2021-09-28-2021-10-04;[00-65);64;362214,44;156,34;15274,15;43,16;1,02;4216,88
200040715;2021-09-29-2021-10-05;[00-65);64;362214,44;158,34;15067,45;43,71;1,05;4159,81
200040715;2021-09-30-2021-10-06;[00-65);64;362214,44;138,34;14711,44;38,19;0,94;4061,53
200040715;2021-10-01-2021-10-07;[00-65);64;362214,44;122,34;14159,38;33,78;0,86;3909,11
200040715;2021-10-02-2021-10-08;[00-65);64;362214,44;123,73;14010,35;34,16;0,88;3867,97
200040715;2021-10-03-2021-10-09;[00-65);64;362214,44;123,16;13952,42;34,00;0,88;3851,98
200040715;2021-10-04-2021-10-10;[00-65);64;362214,44;121,78;13834,42;33,62;0,88;3819,40
200040715;2021-10-05-2021-10-11;[00-65);64;362214,44;108,39;13571,00;29,92;0,80;3746,68
200040715;2021-10-06-2021-10-12;[00-65);64;362214,44;93,39;13601,11;25,78;0,69;3754,99
200040715;2021-10-07-2021-10-13;[00-65);64;362214,44;98,39;13656,00;27,16;0,72;3770,14
200040715;2021-10-08-2021-10-14;[00-65);64;362214,44;111,39;14712,03;30,75;0,76;4061,69
200040715;2021-10-09-2021-10-15;[00-65);64;362214,44;96,00;13759,71;26,50;0,70;3798,77
200040715;2021-10-10-2021-10-16;[00-65);64;362214,44;94,00;12969,99;25,95;0,72;3580,75
200040715;2021-10-11-2021-10-17;[00-65);64;362214,44;97,00;12939,15;26,78;0,75;3572,24
200040715;2021-10-12-2021-10-18;[00-65);64;362214,44;102,00;12537,01;28,16;0,81;3461,21
200040715;2021-10-13-2021-10-19;[00-65);64;362214,44;95,38;11826,79;26,33;0,81;3265,14
200040715;2021-10-14-2021-10-20;[00-65);64;362214,44;98,38;11149,67;27,16;0,88;3078,20
200040715;2021-10-15-2021-10-21;[00-65);64;362214,44;95,71;8610,44;26,42;1,11;2377,17
200040715;2021-10-16-2021-10-22;[00-65);64;362214,44;100,33;8765,59;27,70;1,14;2420,00
200040715;2021-10-17-2021-10-23;[00-65);64;362214,44;104,33;9228,49;28,80;1,13;2547,80
200040715;2021-10-18-2021-10-24;[00-65);64;362214,44;102,33;9229,22;28,25;1,11;2548,00
200040715;2021-10-19-2021-10-25;[00-65);64;362214,44;105,02;9035,51;28,99;1,16;2494,52
200040715;2021-10-20-2021-10-26;[00-65);64;362214,44;110,64;9059,80;30,54;1,22;2501,22
200040715;2021-10-21-2021-10-27;[00-65);64;362214,44;108,46;9141,63;29,94;1,19;2523,82
200040715;2021-10-22-2021-10-28;[00-65);64;362214,44;114,46;9148,98;31,60;1,25;2525,85
200040715;2021-10-23-2021-10-29;[00-65);64;362214,44;141,70;9206,60;39,12;1,54;2541,75
200040715;2021-10-24-2021-10-30;[00-65);64;362214,44;159,70;9423,97;44,09;1,69;2601,77
200040715;2021-10-25-2021-10-31;[00-65);64;362214,44;167,70;9554,87;46,30;1,76;2637,90
200040715;2021-10-26-2021-11-01;[00-65);64;362214,44;160,01;8564,68;44,17;1,87;2364,53
200040715;2021-10-27-2021-11-02;[00-65);64;362214,44;198,16;8796,70;54,71;2,25;2428,59
200040715;2021-10-28-2021-11-03;[00-65);64;362214,44;227,36;8594,65;62,77;2,65;2372,81
200040715;2021-10-29-2021-11-04;[00-65);64;362214,44;250,42;8488,80;69,14;2,95;2343,58
200040715;2021-10-30-2021-11-05;[00-65);64;362214,44;265,87;8283,20;73,40;3,21;2286,82
200040715;2021-10-31-2021-11-06;[00-65);64;362214,44;277,87;8057,98;76,71;3,45;2224,64
200040715;2021-11-01-2021-11-07;[00-65);64;362214,44;270,87;7923,75;74,78;3,42;2187,59
200040715;2021-11-02-2021-11-08;[00-65);64;362214,44;351,87;9251,00;97,14;3,80;2554,01
200040715;2021-11-03-2021-11-09;[00-65);64;362214,44;359,56;9199,15;99,27;3,91;2539,70
200040715;2021-11-04-2021-11-10;[00-65);64;362214,44;387,19;9675,35;106,89;4,00;2671,17
200040715;2021-11-05-2021-11-11;[00-65);64;362214,44;351,80;8806,78;97,13;3,99;2431,37
200040715;2021-11-06-2021-11-12;[00-65);64;362214,44;393,69;9306,34;108,69;4,23;2569,29
200040715;2021-11-07-2021-11-13;[00-65);64;362214,44;411,24;9365,67;113,53;4,39;2585,67
200040715;2021-11-08-2021-11-14;[00-65);64;362214,44;424,24;9415,87;117,12;4,51;2599,53
200040715;2021-11-09-2021-11-15;[00-65);64;362214,44;472,62;9671,45;130,48;4,89;2670,09
200040715;2021-11-10-2021-11-16;[00-65);64;362214,44;524,68;10071,41;144,85;5,21;2780,51
200040715;2021-11-11-2021-11-17;[00-65);64;362214,44;580,30;10237,20;160,21;5,67;2826,28
200040715;2021-11-12-2021-11-18;[00-65);64;362214,44;685,93;11917,08;189,37;5,76;3290,06
200040715;2021-11-13-2021-11-19;[00-65);64;362214,44;723,44;12509,03;199,73;5,78;3453,49
200040715;2021-11-14-2021-11-20;[00-65);64;362214,44;758,98;13206,06;209,54;5,75;3645,92
200040715;2021-11-15-2021-11-21;[00-65);64;362214,44;763,98;13239,91;210,92;5,77;3655,27
200040715;2021-11-16-2021-11-22;[00-65);64;362214,44;839,72;14275,89;231,83;5,88;3941,28
200040715;2021-11-17-2021-11-23;[00-65);64;362214,44;919,71;15548,54;253,91;5,92;4292,63
200040715;2021-11-18-2021-11-24;[00-65);64;362214,44;992,59;16738,62;274,03;5,93;4621,19
200040715;2021-11-19-2021-11-25;[00-65);64;362214,44;1099,46;18409,81;303,54;5,97;5082,57
200040715;2021-11-20-2021-11-26;[00-65);64;362214,44;1187,19;19401,49;327,76;6,12;5356,35
200040715;2021-11-21-2021-11-27;[00-65);64;362214,44;1241,74;19924,43;342,82;6,23;5500,73
200040715;2021-11-22-2021-11-28;[00-65);64;362214,44;1242,55;20020,54;343,04;6,21;5527,26
200040715;2021-11-23-2021-11-29;[00-65);64;362214,44;1376,79;21006,99;380,10;6,55;5799,60
200040715;2021-11-24-2021-11-30;[00-65);64;362214,44;1486,15;22125,83;410,29;6,72;6108,49
200040715;2021-11-25-2021-12-01;[00-65);64;362214,44;1630,11;23364,62;450,04;6,98;6450,50
200040715;2021-11-26-2021-12-02;[00-65);64;362214,44;1716,26;24528,86;473,82;7,00;6771,92
200040715;2021-11-27-2021-12-03;[00-65);64;362214,44;1822,70;25967,37;503,21;7,02;7169,06
200040715;2021-11-28-2021-12-04;[00-65);64;362214,44;1877,54;26698,96;518,35;7,03;7371,04
200040715;2021-11-29-2021-12-05;[00-65);64;362214,44;1899,01;26845,83;524,28;7,07;7411,58
200040715;2021-11-30-2021-12-06;[00-65);64;362214,44;2060,23;28006,98;568,79;7,36;7732,15
200040715;2021-12-01-2021-12-07;[00-65);64;362214,44;2138,87;28696,19;590,50;7,45;7922,43
200040715;2021-12-02-2021-12-08;[00-65);64;362214,44;2181,14;29023,04;602,17;7,52;8012,67
200040715;2021-12-03-2021-12-09;[00-65);64;362214,44;2232,79;29532,75;616,43;7,56;8153,39
200040715;2021-12-04-2021-12-10;[00-65);64;362214,44;2273,26;29383,60;627,60;7,74;8112,21
200040715;2021-12-05-2021-12-11;[00-65);64;362214,44;2297,74;29502,68;634,36;7,79;8145,09
200040715;2021-12-06-2021-12-12;[00-65);64;362214,44;2300,41;29710,47;635,10;7,74;8202,45
200040715;2021-12-07-2021-12-13;[00-65);64;362214,44;2388,22;30290,16;659,34;7,88;8362,49
200040715;2021-12-08-2021-12-14;[00-65);64;362214,44;2490,76;31103,73;687,65;8,01;8587,10
200040715;2021-12-09-2021-12-15;[00-65);64;362214,44;2634,94;32320,89;727,45;8,15;8923,14
200040715;2021-12-10-2021-12-16;[00-65);64;362214,44;2766,01;33761,60;763,64;8,19;9320,89
200040715;2021-12-11-2021-12-17;[00-65);64;362214,44;2841,01;35604,06;784,35;7,98;9829,55
200040715;2021-12-12-2021-12-18;[00-65);64;362214,44;2895,27;36503,44;799,33;7,93;10077,85
200040715;2021-12-13-2021-12-19;[00-65);64;362214,44;2922,80;36690,95;806,92;7,97;10129,62
200040715;2021-12-14-2021-12-20;[00-65);64;362214,44;3063,08;36683,95;845,65;8,35;10127,69
200040715;2021-12-15-2021-12-21;[00-65);64;362214,44;3336,93;37106,78;921,26;8,99;10244,42
200040715;2021-12-16-2021-12-22;[00-65);64;362214,44;3654,22;38610,79;1008,85;9,46;10659,65
200040715;2021-12-17-2021-12-23;[00-65);64;362214,44;4052,88;41513,68;1118,92;9,76;11461,08
200040715;2021-12-18-2021-12-24;[00-65);64;362214,44;4410,78;41908,04;1217,73;10,52;11569,95
200040715;2021-12-19-2021-12-25;[00-65);64;362214,44;4236,55;38949,33;1169,63;10,88;10753,11
200040715;2021-12-20-2021-12-26;[00-65);64;362214,44;4393,03;39146,66;1212,83;11,22;10807,59
200040715;2021-12-21-2021-12-27;[00-65);64;362214,44;5452,36;39809,15;1505,28;13,70;10990,49
200040715;2021-12-22-2021-12-28;[00-65);64;362214,44;6320,93;40708,73;1745,08;15,53;11238,85
200040715;2021-12-23-2021-12-29;[00-65);64;362214,44;7159,33;40717,47;1976,54;17,58;11241,26
200040715;2021-12-24-2021-12-30;[00-65);64;362214,44;7927,84;40186,04;2188,71;19,73;11094,54
200040715;2021-12-25-2021-12-31;[00-65);64;362214,44;8511,83;40491,73;2349,94;21,02;11178,94
200040715;2021-12-26-2022-01-01;[00-65);64;362214,44;8643,76;40505,15;2386,36;21,34;11182,64
200040715;2021-12-27-2022-01-02;[00-65);64;362214,44;8804,81;40852,20;2430,83;21,55;11278,46
200040715;2021-12-28-2022-01-03;[00-65);64;362214,44;10228,75;43037,60;2823,95;23,77;11881,80
